gene,score,fold_change,mean,frac_exp,mean_rest,frac_exp_rest
Spata13,0.671,2.45,0.11,0.31,0.04,0.12
Ncoa2,0.671,2.64,0.12,0.33,0.04,0.13
Eri3,0.671,3.00,0.16,0.33,0.05,0.13
Pias2,0.671,2.74,0.07,0.20,0.02,0.06
Tsc22d3,0.671,2.82,0.09,0.20,0.03,0.06
Aak1,0.671,2.20,0.18,0.37,0.08,0.17
Blnk,0.671,3.33,0.06,0.22,0.02,0.07
Nkain2,0.670,3.02,0.17,0.23,0.06,0.09
Scai,0.670,3.57,0.06,0.22,0.02,0.06
Zfp266,0.670,3.20,0.06,0.19,0.02,0.08
Sesn1,0.670,4.55,0.07,0.20,0.02,0.07
Fam193a,0.670,2.43,0.15,0.33,0.06,0.16
Rnf121,0.670,2.51,0.05,0.20,0.02,0.05
Dnmbp,0.670,4.01,0.06,0.21,0.01,0.07
Taf2,0.670,6.45,0.07,0.19,0.01,0.05
Pbx1,0.669,2.25,0.70,0.64,0.31,0.41
Sema6a,0.669,2.77,0.21,0.34,0.08,0.20
Rbm4,0.669,10.26,0.04,0.15,0.00,0.02
Dop1b,0.669,2.52,0.11,0.33,0.04,0.14
Fgd4,0.669,2.48,0.10,0.28,0.04,0.10
Immp2l,0.669,2.69,0.24,0.35,0.09,0.16
Prkch,0.669,4.85,0.05,0.18,0.01,0.03
Sorbs3,0.669,7.77,0.04,0.17,0.00,0.02
Plekha7,0.668,2.22,0.16,0.36,0.07,0.14
Gas6,0.668,2.63,0.30,0.40,0.11,0.27
Nf2,0.668,7.03,0.04,0.18,0.01,0.02
2610035D17Rik,0.668,2.57,0.21,0.33,0.08,0.15
Maco1,0.668,2.88,0.06,0.22,0.02,0.09
Tacc1,0.668,2.90,0.14,0.29,0.05,0.13
Purb,0.668,2.47,0.13,0.31,0.05,0.15
Arhgef26,0.668,3.26,0.08,0.21,0.02,0.06
Sept9,0.667,1.95,0.11,0.34,0.05,0.14
Tcf4,0.666,2.52,0.27,0.41,0.11,0.22
Dnah7b,0.666,8.16,0.07,0.17,0.01,0.03
Ptprj,0.665,2.00,0.35,0.52,0.18,0.23
Id2,0.663,3.31,0.12,0.29,0.04,0.14
Tmem68,0.663,25.23,0.03,0.14,0.00,0.01
Map4,0.663,2.26,0.10,0.29,0.04,0.15
Airn,0.663,2.42,0.38,0.41,0.16,0.26
Ube2e3,0.662,1.77,0.08,0.27,0.05,0.14
Frk,0.662,2.39,0.10,0.29,0.04,0.14
Pdss2,0.662,3.63,0.13,0.26,0.04,0.10
Prkg1,0.662,2.90,0.26,0.28,0.09,0.16
Glg1,0.662,2.04,0.15,0.37,0.07,0.15
Gcg,0.662,Inf,0.10,0.14,0.00,0.00
Cc2d1b,0.662,Inf,0.05,0.14,0.00,0.00
Rreb1,0.661,2.74,0.13,0.31,0.05,0.13
Ubap2,0.661,2.93,0.08,0.25,0.03,0.10
Znrf3,0.661,2.55,0.11,0.27,0.04,0.13
BC005537,0.661,2.31,0.15,0.33,0.06,0.17
Rbfox2,0.661,2.56,0.18,0.35,0.07,0.15
Nfic,0.661,2.39,0.14,0.37,0.06,0.21
Tgfa,0.661,4.50,0.06,0.18,0.01,0.07
2610307P16Rik,0.660,2.37,0.44,0.45,0.19,0.23
Cpeb3,0.660,4.17,0.05,0.17,0.01,0.06
Pced1b,0.660,3.37,0.06,0.18,0.02,0.06
Onecut1,0.660,2.16,0.34,0.46,0.16,0.24
Banp,0.660,3.04,0.08,0.21,0.03,0.10
Arhgef10,0.660,5.30,0.09,0.20,0.02,0.09
Hbp1,0.659,4.45,0.10,0.21,0.02,0.09
Pde3b,0.659,1.78,0.09,0.29,0.05,0.09
Ube2h,0.659,2.21,0.19,0.41,0.09,0.23
Zfp148,0.659,2.01,0.12,0.34,0.06,0.20
Fam20b,0.659,3.83,0.06,0.18,0.02,0.07
Crybg1,0.658,2.58,0.09,0.25,0.03,0.12
Chrm3,0.658,2.34,0.55,0.43,0.23,0.27
Gsk3b,0.658,1.84,0.23,0.45,0.12,0.27
Cnn3,0.658,2.12,0.14,0.31,0.07,0.19
Snx24,0.658,2.55,0.17,0.34,0.07,0.21
Lurap1l,0.658,2.11,0.30,0.44,0.14,0.28
Fign,0.658,3.29,0.07,0.19,0.02,0.05
Trp53bp2,0.658,3.90,0.05,0.17,0.01,0.07
Ube2z,0.658,7.79,0.06,0.15,0.01,0.03
Ints7,0.658,6.28,0.05,0.14,0.01,0.05
Veph1,0.658,2.87,0.05,0.16,0.02,0.07
Spred2,0.657,2.03,0.12,0.29,0.06,0.15
Jarid2,0.657,2.00,0.09,0.27,0.04,0.10
Stat5b,0.657,3.50,0.06,0.19,0.02,0.07
Map7,0.657,1.81,0.18,0.39,0.10,0.22
Sorbs2,0.657,2.15,0.75,0.59,0.35,0.36
Stk39,0.657,2.62,0.17,0.31,0.06,0.22
Copz1,0.656,3.01,0.11,0.21,0.04,0.07
Supt16,0.656,3.51,0.10,0.25,0.03,0.14
Scaper,0.656,2.42,0.07,0.22,0.03,0.12
Emc8,0.656,3.73,0.04,0.17,0.01,0.05
Cobll1,0.656,2.59,0.12,0.28,0.04,0.10
Cd164,0.655,2.74,0.12,0.29,0.05,0.15
Tbc1d4,0.655,3.21,0.18,0.32,0.06,0.15
Sucla2,0.655,2.76,0.07,0.23,0.02,0.08
Cttnbp2,0.655,2.47,0.09,0.22,0.03,0.09
Plekha2,0.655,2.74,0.06,0.21,0.02,0.07
Ogdh,0.654,2.82,0.08,0.23,0.03,0.09
Ttc3,0.654,2.04,0.20,0.43,0.10,0.22
Ip6k2,0.654,4.63,0.05,0.16,0.01,0.03
Dhx36,0.654,4.31,0.11,0.19,0.02,0.08
Elmo1,0.653,2.03,0.15,0.32,0.07,0.13
Tmtc2,0.653,2.32,0.20,0.39,0.09,0.19
Rora,0.653,1.92,0.76,0.49,0.40,0.31
Unc5cl,0.653,13.23,0.04,0.13,0.00,0.02
Hnrnpm,0.653,2.23,0.18,0.42,0.08,0.26
Peli1,0.653,2.26,0.07,0.20,0.03,0.09
Ins1,0.652,2.66,0.27,0.32,0.10,0.16
Nup153,0.652,2.61,0.09,0.20,0.03,0.09
Bckdhb,0.652,12.84,0.06,0.14,0.00,0.02
Fgfr3,0.652,2.36,0.09,0.25,0.04,0.09
Prox1,0.652,1.73,0.20,0.34,0.12,0.21
Cat,0.652,1.72,0.13,0.33,0.07,0.15
Rad21,0.652,2.45,0.08,0.23,0.03,0.14
Wwc1,0.651,1.74,0.40,0.51,0.23,0.30
Map2k6,0.651,3.50,0.06,0.17,0.02,0.07
Drg1,0.650,3.21,0.07,0.16,0.02,0.06
Igsf5,0.650,2.51,0.07,0.23,0.03,0.08
Ago3,0.649,3.06,0.05,0.19,0.02,0.06
Ptprf,0.649,2.39,0.17,0.41,0.07,0.21
Pik3c2a,0.649,2.35,0.19,0.41,0.08,0.26
Sycn,0.649,2.24,0.13,0.23,0.06,0.12
Setx,0.649,2.56,0.11,0.26,0.04,0.15
Gja1,0.649,3.20,0.08,0.20,0.02,0.08
Tpk1,0.648,2.46,0.08,0.21,0.03,0.08
Kdm1a,0.648,2.91,0.14,0.29,0.05,0.15
Med27,0.648,5.38,0.05,0.15,0.01,0.03
Zfp385b,0.648,3.24,0.06,0.17,0.02,0.07
Gnptab,0.648,5.71,0.05,0.15,0.01,0.05
Lrch3,0.648,3.68,0.10,0.22,0.03,0.09
Kif13b,0.648,2.43,0.13,0.34,0.05,0.14
Smurf2,0.648,2.00,0.10,0.28,0.05,0.15
Pitpnc1,0.648,2.32,0.12,0.27,0.05,0.15
Rapgef4,0.648,2.13,0.08,0.20,0.04,0.07
Dock4,0.647,2.43,0.12,0.28,0.05,0.09
Pnliprp2,0.647,3.76,0.16,0.20,0.04,0.06
Csde1,0.647,2.08,0.22,0.44,0.11,0.23
Timp3,0.647,4.19,0.09,0.17,0.02,0.06
Rai1,0.646,2.23,0.14,0.29,0.06,0.16
Snx18,0.646,4.72,0.05,0.16,0.01,0.03
Glis3,0.646,1.90,0.86,0.48,0.45,0.30
Chd1,0.646,2.31,0.09,0.25,0.04,0.13
E130308A19Rik,0.645,10.77,0.05,0.14,0.00,0.02
Ror2,0.645,7.26,0.05,0.14,0.01,0.02
Ube2k,0.645,1.82,0.14,0.29,0.08,0.20
Dtymk,0.645,7.11,0.07,0.14,0.01,0.05
Msantd2,0.645,3.92,0.05,0.14,0.01,0.06
9530026P05Rik,0.645,2.30,0.19,0.25,0.08,0.13
D430042O09Rik,0.645,4.11,0.06,0.17,0.02,0.06
Onecut2,0.645,6.34,0.13,0.16,0.02,0.09
Ctdspl,0.645,2.39,0.11,0.32,0.05,0.15
Bcl2l1,0.645,2.59,0.10,0.29,0.04,0.12
Fubp1,0.644,2.09,0.11,0.32,0.05,0.17
Tcf12,0.644,1.95,0.27,0.47,0.14,0.29
Abcd3,0.644,2.68,0.11,0.29,0.04,0.14
Dcaf6,0.644,2.56,0.07,0.26,0.03,0.09
Impad1,0.643,2.66,0.07,0.20,0.03,0.06
Mthfs,0.643,5.63,0.03,0.14,0.01,0.03
Slc37a1,0.643,8.50,0.04,0.15,0.00,0.02
Ccn2,0.643,3.24,0.12,0.22,0.04,0.09
Slc33a1,0.643,9.00,0.02,0.12,0.00,0.02
Atad2b,0.643,2.24,0.10,0.28,0.04,0.12
Nrbf2,0.642,4.24,0.04,0.15,0.01,0.05
Fgfr2,0.642,1.87,0.28,0.44,0.15,0.23
Dbp,0.642,5.76,0.05,0.15,0.01,0.03
Atp7a,0.642,5.08,0.03,0.15,0.01,0.01
Sardh,0.642,6.92,0.04,0.14,0.01,0.02
Prkd1,0.642,2.33,0.09,0.20,0.04,0.10
Rarb,0.642,10.16,0.04,0.13,0.00,0.02
Sh3yl1,0.642,12.65,0.04,0.13,0.00,0.02
Diaph2,0.642,1.71,0.16,0.38,0.09,0.20
Map4k5,0.642,2.04,0.07,0.21,0.03,0.12
Pde7a,0.642,1.83,0.08,0.23,0.04,0.09
Pgrmc1,0.641,2.30,0.06,0.20,0.02,0.07
Rere,0.641,2.09,0.35,0.46,0.17,0.36
Deptor,0.641,2.57,0.09,0.25,0.03,0.13
Wdr20,0.641,4.12,0.05,0.18,0.01,0.06
Eid1,0.641,3.92,0.08,0.17,0.02,0.07
Itga6,0.641,2.16,0.18,0.39,0.08,0.21
Enox2,0.641,2.71,0.08,0.20,0.03,0.08
Ppp6r3,0.641,2.04,0.13,0.35,0.06,0.22
Zfp292,0.641,2.21,0.16,0.34,0.07,0.19
Abca1,0.641,1.44,0.10,0.28,0.07,0.12
Ins2,0.641,1.88,0.39,0.54,0.21,0.28
Hnf4g,0.640,4.29,0.06,0.16,0.01,0.05
Arfgef2,0.640,2.78,0.07,0.19,0.03,0.06
Nedd4l,0.640,2.11,0.30,0.44,0.14,0.24
Nbr1,0.640,2.80,0.06,0.23,0.02,0.07
Tanc1,0.640,1.65,0.17,0.40,0.10,0.19
Tmem245,0.640,3.54,0.05,0.18,0.01,0.05
Tbcel,0.640,3.59,0.04,0.17,0.01,0.06
Scfd2,0.640,5.53,0.05,0.13,0.01,0.05
Nr2f2,0.640,4.07,0.06,0.16,0.02,0.06
Wwtr1,0.640,2.44,0.10,0.24,0.04,0.13
Atp1b1,0.639,1.88,0.36,0.51,0.19,0.33
Slc5a1,0.639,4.07,0.04,0.17,0.01,0.02
Znhit6,0.639,5.83,0.07,0.16,0.01,0.03
Eepd1,0.639,2.14,0.13,0.29,0.06,0.13
Cfap54,0.639,14.33,0.05,0.12,0.00,0.02
Ddx6,0.639,1.69,0.19,0.42,0.11,0.24
Pkhd1,0.639,2.47,1.78,0.49,0.72,0.37
Itpk1,0.639,Inf,0.02,0.13,0.00,0.00
Ldlrad3,0.639,2.39,0.07,0.18,0.03,0.06
Rint1,0.639,3.62,0.06,0.18,0.02,0.06
Sec24a,0.638,2.29,0.06,0.20,0.02,0.06
Mxd4,0.638,3.07,0.09,0.24,0.03,0.13
Fbxl20,0.638,2.76,0.09,0.21,0.03,0.12
Adamts9,0.638,2.13,0.10,0.22,0.05,0.08
Socs6,0.638,12.39,0.04,0.14,0.00,0.01
Zfp654,0.638,2.93,0.04,0.19,0.01,0.06
1700110K17Rik,0.638,2.73,0.04,0.16,0.01,0.05
Ndufa13,0.637,1.83,0.13,0.29,0.07,0.17
Zfp451,0.637,3.13,0.05,0.17,0.02,0.05
Nr2c2,0.637,2.47,0.09,0.26,0.04,0.10
Arhgap21,0.637,2.72,0.10,0.24,0.04,0.13
Tubb5,0.637,2.19,0.30,0.39,0.14,0.24
Ror1,0.637,2.43,0.30,0.34,0.12,0.22
Zmym4,0.637,2.10,0.09,0.26,0.04,0.14
Wwox,0.637,2.40,0.55,0.52,0.23,0.35
Taco1,0.637,2.74,0.36,0.34,0.13,0.20
Btbd11,0.636,4.34,0.06,0.13,0.01,0.07
Pxk,0.636,2.71,0.07,0.21,0.03,0.05
Wdr70,0.636,3.34,0.04,0.18,0.01,0.06
Ago2,0.636,2.92,0.05,0.19,0.02,0.05
Atf2,0.636,2.46,0.08,0.25,0.03,0.08
Gpt2,0.636,6.38,0.06,0.15,0.01,0.03
Gpm6b,0.636,4.37,0.05,0.15,0.01,0.03
Mbnl1,0.636,1.74,0.18,0.41,0.10,0.21
Kdm2a,0.636,1.80,0.11,0.36,0.06,0.19
Tbc1d19,0.635,2.56,0.06,0.20,0.02,0.07
Aldh1a1,0.635,14.69,0.05,0.13,0.00,0.01
Sox4,0.635,2.63,0.59,0.54,0.22,0.36
Tom1l2,0.635,2.74,0.08,0.20,0.03,0.08
Tbc1d30,0.635,10.33,0.05,0.14,0.01,0.02
Bicc1,0.635,1.85,0.78,0.58,0.42,0.37
Cdc40,0.635,2.54,0.06,0.17,0.02,0.06
Fam107b,0.635,2.91,0.11,0.31,0.04,0.15
Cbfa2t2,0.635,2.60,0.07,0.22,0.03,0.08
Pan3,0.635,1.93,0.18,0.39,0.09,0.19
Tsc22d2,0.635,2.22,0.08,0.21,0.04,0.10
Kat2b,0.635,2.03,0.12,0.33,0.06,0.20
Fam168b,0.635,4.37,0.05,0.16,0.01,0.06
Fam171a1,0.635,3.93,0.09,0.15,0.02,0.07
Rph3al,0.635,4.17,0.05,0.16,0.01,0.06
Pacrg,0.635,3.77,0.06,0.16,0.02,0.06
Ndufs6,0.634,2.42,0.08,0.18,0.03,0.08
Laptm4b,0.634,2.45,0.07,0.19,0.03,0.07
Gsta3,0.634,3.15,0.08,0.16,0.03,0.08
Vsig10,0.634,2.51,0.05,0.21,0.02,0.08
Pum1,0.634,1.63,0.17,0.41,0.10,0.21
Uvrag,0.634,2.81,0.06,0.19,0.02,0.06
Mdm4,0.634,2.11,0.12,0.28,0.06,0.15
Stmn1,0.634,2.26,0.11,0.24,0.05,0.12
Cspp1,0.633,2.13,0.17,0.37,0.08,0.19
Insr,0.633,2.12,0.14,0.31,0.07,0.19
Dpyd,0.633,3.58,0.05,0.15,0.01,0.05
Ccdc125,0.633,3.95,0.04,0.16,0.01,0.03
Reps1,0.633,2.94,0.08,0.20,0.03,0.07
U2surp,0.633,2.36,0.10,0.27,0.04,0.13
Nsd3,0.633,2.18,0.13,0.32,0.06,0.19
Net1,0.633,2.32,0.07,0.21,0.03,0.07
Gna14,0.633,2.73,0.08,0.19,0.03,0.09
Kmt5b,0.633,1.59,0.07,0.25,0.04,0.13
Elavl1,0.633,2.32,0.09,0.26,0.04,0.10
Baz2b,0.633,1.82,0.29,0.52,0.16,0.30
Atp11a,0.633,2.46,0.12,0.26,0.05,0.16
Dynll2,0.633,2.08,0.11,0.22,0.05,0.12
Lima1,0.633,1.43,0.20,0.41,0.14,0.28
Lrrc8c,0.632,2.99,0.07,0.16,0.02,0.05
Herc2,0.632,1.53,0.07,0.20,0.05,0.13
Fchsd2,0.632,2.12,0.11,0.26,0.05,0.16
Zfp280d,0.632,1.89,0.09,0.29,0.05,0.15
Hdac8,0.632,1.70,0.12,0.28,0.07,0.16
Prkar2a,0.632,6.76,0.04,0.14,0.01,0.02
Tbl1x,0.631,1.86,0.16,0.38,0.09,0.24
Stk11,0.631,2.96,0.08,0.22,0.03,0.09
Nos1ap,0.631,2.29,0.06,0.23,0.03,0.07
Pabpc4,0.631,2.18,0.16,0.27,0.07,0.21
Lncppara,0.631,1.96,0.12,0.29,0.06,0.16
Wdpcp,0.631,2.73,0.08,0.19,0.03,0.10
Smarcc2,0.631,1.81,0.12,0.33,0.07,0.19
Gramd1b,0.631,1.66,0.08,0.25,0.05,0.13
Epb41l5,0.631,2.22,0.07,0.24,0.03,0.14
Phip,0.631,1.66,0.21,0.42,0.12,0.22
Lama4,0.630,2.57,0.11,0.25,0.04,0.12
Abl1,0.630,2.11,0.08,0.25,0.04,0.09
Map2k4,0.630,1.63,0.08,0.24,0.05,0.10
Slc45a4,0.630,5.49,0.03,0.14,0.01,0.03
Atxn10,0.630,1.94,0.13,0.35,0.07,0.22
Pik3ap1,0.630,2.60,0.26,0.35,0.10,0.19
Cog4,0.630,2.22,0.04,0.17,0.02,0.06
Chmp3,0.630,2.66,0.10,0.24,0.04,0.15
Slx1b,0.630,25.05,0.06,0.12,0.00,0.01
Arid2,0.630,1.74,0.12,0.31,0.07,0.17
Rmdn1,0.629,3.63,0.04,0.16,0.01,0.06
Lrrc1,0.629,3.58,0.05,0.16,0.01,0.06
Arrb1,0.629,3.14,0.05,0.17,0.02,0.07
Prdm16,0.629,1.92,0.24,0.37,0.12,0.23
Cers6,0.629,1.92,0.10,0.26,0.05,0.13
Hnrnpd,0.629,2.71,0.15,0.36,0.06,0.20
Prpf40a,0.629,2.15,0.14,0.37,0.07,0.19
Slc7a1,0.629,23.87,0.05,0.13,0.00,0.01
Eif4h,0.628,2.14,0.12,0.25,0.05,0.19
Commd8,0.628,6.52,0.09,0.13,0.01,0.03
Vps37a,0.628,8.23,0.04,0.14,0.01,0.02
Tox3,0.628,2.15,0.07,0.21,0.03,0.08
Tmf1,0.628,3.13,0.08,0.20,0.03,0.09
Smarca2,0.628,2.08,0.13,0.35,0.06,0.19
Sel1l,0.628,2.32,0.08,0.22,0.04,0.08
Rtn3,0.628,2.20,0.19,0.39,0.08,0.28
Galnt10,0.628,2.04,0.04,0.15,0.02,0.05
Patz1,0.627,4.88,0.02,0.14,0.00,0.01
Tshz1,0.627,1.87,0.08,0.19,0.04,0.08
