gene,score,fold_change
Psd4,0.237,4.25
Lax1,0.237,3.88
Kcnn4,0.237,8.24
Nlrc5,0.237,5.14
Arhgap15,0.236,5.62
Cd69,0.236,5.01
Pacsin1,0.236,6.57
Il2ra,0.235,25.41
Fyb,0.234,4.09
4930417O13Rik,0.234,43.76
Gm26740,0.233,4.12
Arhgap45,0.232,4.89
Usp28,0.232,4.68
Dennd2d,0.232,6.89
Il18rap,0.231,11.70
Tmc8,0.230,5.77
Arhgap4,0.230,3.68
Gm8369,0.230,3.26
D16Ertd472e,0.230,6.03
Rbm38,0.229,5.18
Inpp4b,0.228,6.73
Dok2,0.227,7.50
Rhof,0.226,4.73
Armc7,0.226,4.60
Tnfrsf26,0.225,6.53
Tox,0.225,12.93
Lypd6b,0.225,25.46
Ptprc,0.223,4.37
Rab3ip,0.223,5.81
Slc14a1,0.222,6.64
Ifi209,0.222,3.46
Gm30054,0.221,4.00
Gm15472,0.221,15.69
Gm19585,0.221,7.53
