gene,score,fold_change,mean,frac_exp,mean_rest,frac_exp_rest
Zfp385b,0.379,25.32,0.10,0.22,0.00,0.01
Slc44a3,0.379,15.99,0.15,0.33,0.01,0.02
Kcnk1,0.376,12.59,0.09,0.24,0.01,0.02
Macc1,0.374,31.52,0.07,0.19,0.00,0.01
Cobl,0.369,28.89,0.32,0.49,0.01,0.02
Angpt1,0.368,18.90,0.39,0.48,0.02,0.04
Plet1,0.366,42.10,0.08,0.21,0.00,0.00
Rab27b,0.363,11.87,0.24,0.44,0.02,0.04
Wfdc2,0.361,37.99,0.08,0.19,0.00,0.01
Fermt1,0.360,12.64,0.12,0.28,0.01,0.02
Elovl7,0.360,23.69,0.07,0.19,0.00,0.01
Nkx2-2os,0.359,26.53,0.08,0.20,0.00,0.01
Plcd3,0.358,28.00,0.12,0.27,0.00,0.01
Dsp,0.355,11.74,0.19,0.43,0.02,0.03
Kcne3,0.349,45.65,0.08,0.20,0.00,0.01
Myh14,0.346,64.35,0.08,0.21,0.00,0.00
Arhgef38,0.346,13.13,0.12,0.27,0.01,0.02
Cdh1,0.343,12.68,0.48,0.62,0.04,0.07
Mal2,0.342,14.62,0.07,0.21,0.01,0.01
Chdh,0.339,14.02,0.10,0.26,0.01,0.02
Gna14,0.336,11.07,0.19,0.36,0.02,0.04
St14,0.335,9.93,0.11,0.26,0.01,0.03
Gmnn,0.334,9.72,0.07,0.15,0.01,0.03
Tmem229a,0.334,117.10,0.08,0.21,0.00,0.00
Pdzk1ip1,0.332,25.65,0.06,0.17,0.00,0.01
Glis3,0.332,29.87,1.18,0.70,0.04,0.08
Sytl5,0.332,20.61,0.11,0.24,0.01,0.01
Tenm4,0.331,9.13,0.13,0.28,0.01,0.02
Krt8,0.331,11.27,1.11,0.76,0.10,0.11
Pak6,0.331,34.47,0.06,0.18,0.00,0.00
Cxadr,0.330,14.85,0.31,0.55,0.02,0.05
Ppp2r2b,0.328,54.13,0.29,0.37,0.01,0.01
Prr15l,0.321,9.30,0.12,0.29,0.01,0.03
Pdgfc,0.321,6.37,0.14,0.30,0.02,0.05
Vsig10,0.321,12.98,0.13,0.30,0.01,0.03
Igsf5,0.318,11.84,0.11,0.25,0.01,0.02
Epb41l5,0.318,12.20,0.14,0.35,0.01,0.03
Erich5,0.317,17.85,0.09,0.21,0.01,0.01
Unc5cl,0.317,14.24,0.05,0.13,0.00,0.01
Cys1,0.316,36.02,0.06,0.17,0.00,0.01
Map3k13,0.315,11.95,0.14,0.28,0.01,0.03
Carmil1,0.314,16.21,0.42,0.58,0.03,0.07
Gm43305,0.311,8.53,0.23,0.39,0.03,0.07
Sema5a,0.310,21.99,0.64,0.62,0.03,0.05
Bicc1,0.309,16.94,1.51,0.78,0.09,0.14
Prox1,0.307,53.12,0.36,0.48,0.01,0.01
Cp,0.307,20.68,0.92,0.68,0.04,0.09
Sim1,0.307,220.18,0.09,0.19,0.00,0.00
Smoc1,0.306,9.52,0.13,0.29,0.01,0.03
Fmo2,0.306,6.86,0.43,0.52,0.06,0.10
Osbpl3,0.304,8.52,0.26,0.47,0.03,0.08
Kcnq1,0.304,6.87,0.29,0.45,0.04,0.09
Mboat1,0.302,6.98,0.10,0.24,0.01,0.04
Krt18,0.301,10.44,0.98,0.71,0.09,0.12
St3gal4,0.300,14.72,1.13,0.72,0.08,0.19
Fxyd3,0.300,13.35,0.15,0.31,0.01,0.03
Wfdc18,0.298,35.34,0.09,0.14,0.00,0.01
Sgpp2,0.298,47.48,0.08,0.21,0.00,0.01
Cgn,0.298,15.95,0.11,0.29,0.01,0.01
Gas2,0.297,15.34,0.07,0.17,0.00,0.01
Cblc,0.297,31.65,0.05,0.16,0.00,0.01
Abcc3,0.294,5.13,0.08,0.22,0.02,0.06
Epha7,0.291,14.31,0.09,0.17,0.01,0.01
Ttr,0.287,19.11,0.18,0.30,0.01,0.02
Tox3,0.284,14.35,0.15,0.31,0.01,0.03
Crp,0.283,164.49,0.07,0.17,0.00,0.00
Ccdc162,0.283,12.04,0.14,0.27,0.01,0.03
Shroom3,0.283,12.98,0.62,0.54,0.05,0.08
Kcnk5,0.283,8.07,0.07,0.19,0.01,0.03
Fgfr4,0.282,78.95,0.06,0.18,0.00,0.00
Sh2d4a,0.282,10.35,0.13,0.29,0.01,0.03
Spp1,0.281,16.10,5.53,0.89,0.34,0.25
Anxa4,0.277,7.74,0.26,0.50,0.03,0.11
Plxnb1,0.277,15.62,0.09,0.24,0.01,0.01
Acnat1,0.276,16.99,0.05,0.15,0.00,0.01
Plekha7,0.275,8.37,0.17,0.36,0.02,0.05
Kcnip4,0.275,43.56,0.48,0.28,0.01,0.02
Gpr39,0.274,14.93,0.18,0.33,0.01,0.02
Tmod1,0.274,22.49,0.06,0.15,0.00,0.01
Cadps2,0.274,13.92,0.29,0.48,0.02,0.05
Hpn,0.273,7.31,0.07,0.21,0.01,0.02
Ocln,0.273,9.65,0.07,0.20,0.01,0.02
St3gal5,0.273,8.28,0.15,0.32,0.02,0.05
Tmem45a,0.272,22.95,0.10,0.13,0.00,0.01
Pbld1,0.271,8.92,0.09,0.21,0.01,0.02
Rab25,0.271,6.98,0.04,0.14,0.01,0.02
2700054A10Rik,0.270,14.34,0.07,0.16,0.00,0.01
Enc1,0.268,6.64,0.08,0.22,0.01,0.04
Smim6,0.266,26.86,0.05,0.14,0.00,0.00
Ildr1,0.265,17.77,0.05,0.14,0.00,0.01
0610040J01Rik,0.264,10.92,0.20,0.40,0.02,0.05
Hhex,0.263,6.99,0.15,0.32,0.02,0.07
Vill,0.263,6.92,0.04,0.13,0.01,0.02
Llgl2,0.262,7.63,0.07,0.20,0.01,0.03
Stra6l,0.261,45.14,0.05,0.14,0.00,0.00
Fam234b,0.260,6.76,0.07,0.19,0.01,0.03
Tmc4,0.260,9.55,0.08,0.23,0.01,0.03
Fras1,0.260,29.53,0.12,0.24,0.00,0.01
Ncald,0.260,14.64,0.17,0.34,0.01,0.03
Naaladl2,0.260,11.70,1.01,0.68,0.09,0.12
Tuft1,0.259,10.87,0.06,0.14,0.01,0.02
Eps8l2,0.258,12.20,0.11,0.29,0.01,0.02
Myo5b,0.258,9.81,0.17,0.34,0.02,0.03
Wnk2,0.258,10.25,0.13,0.31,0.01,0.03
Fam83b,0.258,18.61,0.05,0.15,0.00,0.01
Proser2,0.254,3.44,0.07,0.22,0.02,0.06
B4galt6,0.254,8.97,0.23,0.42,0.03,0.08
Tesc,0.254,9.10,0.06,0.18,0.01,0.02
Tcte2,0.253,10.95,0.05,0.14,0.00,0.02
Cldn10,0.253,12.41,0.07,0.19,0.01,0.02
Plut,0.251,13.95,0.06,0.16,0.00,0.01
Gm42031,0.251,9.43,0.07,0.13,0.01,0.02
Krt7,0.250,14.30,0.07,0.19,0.01,0.01
Car2,0.250,7.92,0.04,0.12,0.01,0.02
Prom1,0.250,11.77,0.10,0.25,0.01,0.02
Sox5,0.249,10.71,0.70,0.66,0.07,0.07
Tjp3,0.248,7.60,0.04,0.12,0.00,0.02
Slc38a4,0.248,59.48,0.08,0.19,0.00,0.00
Col4a5,0.248,12.12,0.15,0.31,0.01,0.03
Ror1,0.248,10.66,0.51,0.57,0.05,0.06
Spata24,0.247,8.20,0.03,0.10,0.00,0.01
Prxl2a,0.247,9.31,0.07,0.18,0.01,0.03
Pdgfd,0.247,6.97,0.83,0.64,0.12,0.14
Nexmif,0.246,11.10,0.14,0.22,0.01,0.02
Cdcp1,0.246,16.24,0.07,0.18,0.00,0.01
Galnt3,0.245,6.50,0.05,0.13,0.01,0.02
Serinc2,0.245,11.74,0.04,0.11,0.00,0.01
Nr5a2,0.245,5.78,0.32,0.52,0.06,0.09
Sgms2,0.244,8.34,0.14,0.32,0.02,0.04
Lamc2,0.243,23.31,0.05,0.15,0.00,0.01
Gsta3,0.243,18.82,0.06,0.16,0.00,0.01
Car8,0.243,8.29,0.10,0.24,0.01,0.03
Kcnc2,0.243,48.22,0.07,0.13,0.00,0.00
Patj,0.243,6.05,0.24,0.47,0.04,0.10
Foxa2,0.242,9.09,0.06,0.13,0.01,0.01
Eppk1,0.242,33.03,0.05,0.14,0.00,0.00
1700110K17Rik,0.241,7.79,0.06,0.18,0.01,0.02
Cldn4,0.240,6.17,0.11,0.16,0.02,0.03
Il17re,0.239,18.84,0.05,0.15,0.00,0.01
Dnah7b,0.238,23.27,0.06,0.14,0.00,0.01
Krt19,0.238,8.88,0.25,0.41,0.03,0.05
Pld1,0.236,7.97,0.35,0.54,0.04,0.13
Prtg,0.236,24.34,0.06,0.12,0.00,0.01
Adam33,0.235,9.68,0.09,0.19,0.01,0.02
Elf3,0.235,18.16,0.06,0.11,0.00,0.01
Cat,0.235,6.32,0.19,0.37,0.03,0.10
