gene,score,fold_change,mean,frac_exp,mean_rest,frac_exp_rest
Rgs4,0.459,436.39,0.27,0.36,0.00,0.00
Steap4,0.451,51.08,0.20,0.28,0.00,0.01
Acta2,0.451,65.37,1.58,0.42,0.02,0.03
Gjc1,0.445,26.61,0.28,0.41,0.01,0.03
Synpo2,0.444,38.98,0.33,0.40,0.01,0.02
Tbx3os1,0.436,134.11,0.19,0.30,0.00,0.00
Rgs6,0.435,51.15,0.33,0.38,0.01,0.01
Cspg4,0.421,103.96,0.19,0.34,0.00,0.01
Ppp1r14a,0.420,50.80,0.18,0.28,0.00,0.01
Ctnna3,0.419,58.05,0.87,0.45,0.01,0.03
Arhgef17,0.416,35.24,0.27,0.42,0.01,0.02
Cyp4b1,0.413,21.70,0.19,0.33,0.01,0.02
Kcnj8,0.413,174.05,0.20,0.28,0.00,0.00
Arhgap42,0.411,34.47,0.38,0.50,0.01,0.03
Mustn1,0.409,52.49,0.19,0.23,0.00,0.01
B3galt1,0.409,33.10,0.42,0.38,0.01,0.02
Ebf2,0.407,15.71,0.30,0.39,0.02,0.02
Dgkb,0.406,192.12,0.41,0.31,0.00,0.00
Tagln,0.402,44.39,1.44,0.44,0.03,0.03
Myom1,0.400,30.63,0.12,0.21,0.00,0.01
Naalad2,0.394,24.09,0.14,0.27,0.01,0.02
Vstm4,0.393,48.47,0.12,0.26,0.00,0.01
Cox4i2,0.392,278.48,0.17,0.30,0.00,0.00
Sept4,0.382,14.01,0.30,0.42,0.02,0.06
C1qtnf7,0.380,16.15,0.21,0.33,0.01,0.02
Chn1,0.379,47.18,0.19,0.34,0.00,0.01
Il34,0.374,41.02,0.27,0.38,0.01,0.02
Tpm2,0.374,39.75,0.98,0.40,0.02,0.03
Serpine2,0.368,19.19,0.36,0.39,0.02,0.04
Ccl11,0.361,20.82,0.17,0.24,0.01,0.01
Phlda1,0.357,12.72,0.12,0.24,0.01,0.03
Ednrb,0.354,10.24,0.52,0.46,0.05,0.09
Klhl23,0.353,34.77,0.11,0.22,0.00,0.01
Lhfp,0.347,21.01,0.64,0.61,0.03,0.05
Rem1,0.347,34.41,0.11,0.25,0.00,0.01
Tnfrsf21,0.347,13.99,0.27,0.35,0.02,0.07
Itga7,0.347,143.11,0.10,0.27,0.00,0.00
Cap2,0.346,53.88,0.11,0.24,0.00,0.00
Morrbid,0.346,15.60,0.34,0.40,0.02,0.06
Daam2,0.343,103.02,0.23,0.36,0.00,0.01
Prrx1,0.341,13.42,0.28,0.40,0.02,0.03
Pi15,0.339,45.75,0.11,0.20,0.00,0.01
Pla2r1,0.336,19.56,0.20,0.34,0.01,0.02
Lgalsl,0.336,16.84,0.14,0.28,0.01,0.02
Mark1,0.334,53.67,0.13,0.29,0.00,0.01
Wtip,0.332,14.84,0.17,0.31,0.01,0.03
Emid1,0.328,16.48,0.15,0.28,0.01,0.03
Tbx3,0.327,11.94,0.08,0.20,0.01,0.02
Pde1a,0.327,23.51,0.24,0.41,0.01,0.02
Slc38a11,0.323,1087.75,0.16,0.28,0.00,0.00
Mgst3,0.323,11.63,0.12,0.25,0.01,0.04
Arvcf,0.321,12.29,0.09,0.23,0.01,0.02
Vtn,0.318,10.24,0.14,0.25,0.01,0.03
Mamdc2,0.318,41.64,0.12,0.21,0.00,0.01
Slc12a2,0.315,13.99,0.45,0.42,0.03,0.08
Trabd2b,0.315,21.84,0.22,0.31,0.01,0.02
Plxdc1,0.310,12.65,0.12,0.21,0.01,0.03
Kcnab1,0.309,50.54,0.40,0.20,0.01,0.02
Galnt16,0.308,32.20,0.11,0.23,0.00,0.01
Ccn2,0.308,13.56,0.17,0.24,0.01,0.03
Mfge8,0.308,9.75,0.58,0.56,0.06,0.12
Itga8,0.307,44.82,0.10,0.17,0.00,0.01
Jag1,0.305,17.15,0.28,0.47,0.02,0.05
Stac,0.305,363.39,0.10,0.24,0.00,0.00
Hand2os1,0.303,24.70,0.15,0.33,0.01,0.01
Egflam,0.296,19.28,0.22,0.36,0.01,0.02
Pcdh18,0.292,26.63,0.06,0.18,0.00,0.01
Adamts12,0.290,17.97,0.37,0.41,0.02,0.03
Myo1b,0.289,12.03,0.76,0.59,0.06,0.14
Fhl5,0.289,268.77,0.12,0.21,0.00,0.00
Ajuba,0.289,29.85,0.08,0.17,0.00,0.01
Ddr2,0.288,13.03,0.31,0.41,0.02,0.04
Ano1,0.286,15.86,0.37,0.41,0.02,0.05
Gprc5c,0.285,13.11,0.07,0.16,0.01,0.02
Map3k20,0.284,14.46,0.50,0.53,0.03,0.10
Heyl,0.284,18.07,0.07,0.19,0.00,0.01
Nrgn,0.283,41.72,0.14,0.15,0.00,0.01
Hand2,0.281,18.70,0.10,0.23,0.01,0.01
Cald1,0.281,23.38,1.77,0.83,0.08,0.12
Gpc6,0.281,11.09,0.54,0.45,0.05,0.04
Mnd1,0.278,40.54,0.07,0.15,0.00,0.01
Ngf,0.278,9.47,0.11,0.25,0.01,0.02
Jph2,0.278,94.95,0.09,0.22,0.00,0.00
Gm4876,0.278,12.81,0.12,0.19,0.01,0.03
B130024G19Rik,0.278,30.79,0.18,0.29,0.01,0.01
Trarg1,0.276,237.38,0.09,0.21,0.00,0.00
Cpm,0.274,5.35,0.09,0.17,0.02,0.04
Fam162a,0.274,12.36,0.33,0.45,0.03,0.09
Nexn,0.267,12.35,0.07,0.17,0.01,0.02
Ttll7,0.267,9.47,0.13,0.27,0.01,0.04
Pdlim3,0.265,78.47,0.12,0.19,0.00,0.00
Nrip2,0.264,300.18,0.09,0.18,0.00,0.00
Tesc,0.264,8.44,0.07,0.16,0.01,0.03
Mcam,0.263,9.58,0.19,0.36,0.02,0.05
Ppm1e,0.263,8.16,0.10,0.20,0.01,0.03
Cabp1,0.262,20.39,0.07,0.15,0.00,0.01
Ccdc68,0.261,14.30,0.06,0.15,0.00,0.01
Angptl2,0.259,13.25,0.14,0.28,0.01,0.03
Trp53inp2,0.256,10.16,0.17,0.25,0.02,0.05
Ndrg2,0.255,16.32,0.12,0.27,0.01,0.02
Pde8b,0.254,10.01,0.09,0.16,0.01,0.02
Cd248,0.253,9.35,0.12,0.21,0.01,0.02
Axl,0.253,9.74,0.19,0.37,0.02,0.05
Tinagl1,0.253,5.17,0.14,0.30,0.03,0.07
Prkar2b,0.252,12.38,0.06,0.12,0.00,0.02
Spry4,0.252,5.11,0.05,0.14,0.01,0.03
Slc11a1,0.251,4.37,0.04,0.12,0.01,0.04
Cygb,0.250,8.53,0.21,0.30,0.02,0.04
Gdf11,0.248,9.92,0.05,0.11,0.00,0.02
Nr2f2,0.244,19.88,0.59,0.60,0.03,0.06
Sox5,0.244,11.01,0.84,0.53,0.08,0.09
Cacna2d1,0.243,24.30,0.45,0.51,0.02,0.04
Parm1,0.242,7.74,0.18,0.33,0.02,0.04
Tpm1,0.241,18.17,1.51,0.70,0.08,0.19
A4galt,0.241,10.38,0.07,0.19,0.01,0.02
Impa2,0.240,6.45,0.04,0.11,0.01,0.03
Pcp4l1,0.240,10.16,0.11,0.19,0.01,0.03
G0s2,0.239,12.55,0.10,0.20,0.01,0.02
Dtx3,0.238,9.78,0.14,0.28,0.01,0.05
Hspb2,0.236,115.45,0.08,0.22,0.00,0.00
Cyp7b1,0.236,16.78,0.21,0.28,0.01,0.03
Adap2,0.234,5.14,0.31,0.40,0.06,0.14
Adamts4,0.232,18.35,0.06,0.11,0.00,0.01
Mgp,0.232,14.03,1.76,0.50,0.13,0.08
Inka2,0.231,9.30,0.04,0.15,0.00,0.01
Klhdc8b,0.230,8.57,0.05,0.15,0.01,0.02
Dlc1,0.229,10.25,1.70,0.62,0.17,0.19
Slc4a8,0.229,12.91,0.05,0.12,0.00,0.01
Fbxl22,0.228,43.61,0.05,0.12,0.00,0.00
Adcy3,0.227,5.40,0.07,0.16,0.01,0.04
Npy1r,0.226,164.19,0.06,0.17,0.00,0.00
Map1a,0.226,14.30,0.07,0.18,0.01,0.01
Angpt1,0.226,6.65,0.22,0.32,0.03,0.05
Rrad,0.226,6.60,0.03,0.09,0.00,0.02
Nes,0.225,7.77,0.27,0.32,0.04,0.08
Ptp4a3,0.225,4.78,0.21,0.40,0.04,0.13
Lsamp,0.225,10.01,0.18,0.19,0.02,0.03
Thy1,0.224,8.74,0.23,0.26,0.03,0.07
Nfatc4,0.223,20.83,0.05,0.13,0.00,0.01
Dgkg,0.223,7.73,0.06,0.15,0.01,0.02
Art3,0.223,57.75,0.17,0.29,0.00,0.01
Gng11,0.222,7.68,0.61,0.57,0.08,0.13
Pear1,0.221,6.86,0.12,0.25,0.02,0.05
Rasgrp2,0.221,4.72,0.17,0.32,0.04,0.11
Dmpk,0.220,13.65,0.05,0.16,0.00,0.01
Ccdc170,0.219,21.45,0.05,0.13,0.00,0.01
Adcy5,0.218,20.49,0.06,0.15,0.00,0.01
C1s1,0.217,10.89,0.24,0.39,0.02,0.04
Foxs1,0.217,29.76,0.05,0.15,0.00,0.00
Slc24a3,0.216,6.51,0.20,0.29,0.03,0.06
Astn2,0.216,10.03,0.12,0.19,0.01,0.02
Adap2os,0.215,3.88,0.05,0.14,0.01,0.05
Sdc2,0.214,8.38,0.18,0.35,0.02,0.04
Fblim1,0.214,5.47,0.10,0.22,0.02,0.06
Rasl11a,0.214,17.28,0.05,0.16,0.00,0.01
Adcy6,0.214,6.08,0.11,0.27,0.02,0.05
Ddit4l,0.214,14.98,0.05,0.15,0.00,0.01
Ggt5,0.213,5.46,0.06,0.14,0.01,0.03
Akap6,0.213,65.59,0.09,0.17,0.00,0.00
Vasn,0.212,9.54,0.05,0.16,0.01,0.02
Rgs7bp,0.212,19.63,0.14,0.17,0.01,0.02
Rbpms2,0.211,80.91,0.07,0.16,0.00,0.00
Gm26632,0.211,4.74,0.04,0.12,0.01,0.03
Sytl2,0.210,7.10,0.05,0.08,0.01,0.02
Adcyap1r1,0.210,16.22,0.05,0.11,0.00,0.01
Pth1r,0.210,23.30,0.05,0.13,0.00,0.01
