gene,score,fold_change,mean,frac_exp,mean_rest,frac_exp_rest
Ptgfrn,0.245,7.58,0.14,0.33,0.02,0.06
Thy1,0.245,6.18,0.19,0.37,0.03,0.07
Clec1a,0.244,5.60,0.18,0.30,0.03,0.07
Fgd6,0.244,5.62,0.17,0.42,0.03,0.10
Ecm2,0.242,11.73,0.11,0.27,0.01,0.03
Thsd7a,0.242,7.83,0.31,0.49,0.04,0.05
Gm46565,0.241,10.91,0.04,0.10,0.00,0.01
Csf1,0.241,9.69,0.17,0.21,0.02,0.05
Nxn,0.240,7.70,0.59,0.64,0.08,0.15
Ntn1,0.239,6.89,0.47,0.54,0.07,0.09
Tnxb,0.239,8.00,0.26,0.39,0.03,0.04
Zfp423,0.238,4.06,0.15,0.36,0.04,0.08
Pde7b,0.238,5.52,0.53,0.51,0.10,0.14
Psen2,0.237,5.60,0.11,0.30,0.02,0.07
Gm16083,0.237,5.35,0.07,0.18,0.01,0.03
Gpm6a,0.236,18.95,0.27,0.43,0.01,0.02
Cemip2,0.232,8.63,0.39,0.39,0.05,0.12
Lrrc32,0.231,5.63,0.08,0.25,0.01,0.04
Pkhd1l1,0.231,36.19,0.30,0.31,0.01,0.01
Ralgds,0.230,5.55,0.09,0.25,0.02,0.05
Ccm2l,0.230,5.33,0.08,0.27,0.02,0.05
Comp,0.229,147.67,0.09,0.18,0.00,0.00
Il7,0.228,28.95,0.07,0.21,0.00,0.01
Kctd17,0.227,6.57,0.09,0.30,0.01,0.04
Fzd6,0.227,7.53,0.09,0.28,0.01,0.04
Shank3,0.227,3.63,0.27,0.57,0.08,0.12
Ephb1,0.227,3.47,0.11,0.22,0.03,0.06
Ehd3,0.225,7.35,0.08,0.12,0.01,0.04
Chst1,0.224,7.29,0.05,0.13,0.01,0.02
Ipo11,0.223,4.86,0.19,0.57,0.04,0.13
Ramp2,0.223,4.13,0.21,0.46,0.05,0.10
Unc5b,0.223,7.01,0.09,0.27,0.01,0.03
Spns2,0.221,4.47,0.14,0.36,0.03,0.09
Gprc5b,0.221,11.26,0.06,0.27,0.01,0.02
Gm28875,0.219,7.13,0.03,0.13,0.00,0.02
Igfbp5,0.218,18.61,1.45,0.46,0.08,0.04
Ptpn14,0.218,8.08,0.39,0.61,0.05,0.12
Klhl29,0.218,15.51,0.23,0.24,0.02,0.03
Otud1,0.217,6.97,0.04,0.15,0.01,0.02
Sord,0.217,4.68,0.07,0.24,0.02,0.05
Tie1,0.217,3.66,0.21,0.46,0.06,0.11
Arrdc4,0.216,6.66,0.08,0.21,0.01,0.04
Kbtbd11,0.215,3.22,0.06,0.25,0.02,0.06
Plod1,0.215,3.82,0.13,0.39,0.04,0.12
Itga2b,0.215,33.72,0.07,0.13,0.00,0.01
Foxp2,0.214,9.27,0.42,0.36,0.05,0.07
Npas3,0.214,17.21,0.22,0.33,0.01,0.03
Sema3f,0.214,4.80,0.14,0.34,0.03,0.07
Meox2,0.214,20.14,0.06,0.16,0.00,0.01
Tcn2,0.213,4.60,0.15,0.42,0.03,0.12
Tgm2,0.212,6.75,0.28,0.55,0.04,0.11
Lcn2,0.212,2.75,0.10,0.28,0.04,0.04
Ppfibp1,0.211,7.66,0.55,0.73,0.07,0.17
Ltc4s,0.210,6.02,0.03,0.09,0.01,0.02
Ppp1r2,0.210,5.43,0.40,0.61,0.07,0.19
Kif26b,0.210,8.17,0.09,0.19,0.01,0.02
Cp,0.210,5.48,0.45,0.63,0.08,0.11
Btbd11,0.209,6.46,0.11,0.15,0.02,0.04
Sh3tc1,0.209,4.13,0.05,0.19,0.01,0.04
Cavin2,0.209,5.43,0.74,0.63,0.14,0.15
Arhgap23,0.208,6.64,0.20,0.42,0.03,0.09
Robo1,0.208,11.86,0.15,0.13,0.01,0.02
Tal1,0.208,4.60,0.04,0.18,0.01,0.03
Dock9,0.208,6.18,0.66,0.73,0.11,0.19
Ly96,0.207,3.57,0.05,0.16,0.01,0.05
Trib3,0.207,12.63,0.05,0.12,0.00,0.01
Tnfaip8l1,0.207,5.32,0.03,0.15,0.01,0.02
Synm,0.207,7.54,0.08,0.25,0.01,0.03
Aph1b,0.207,10.26,0.03,0.13,0.00,0.01
Cpne2,0.206,6.78,0.07,0.22,0.01,0.04
Klhl3,0.206,4.55,0.06,0.25,0.01,0.04
Dmtn,0.206,29.81,0.05,0.19,0.00,0.01
Gng11,0.206,4.92,0.44,0.54,0.09,0.14
Pcp4l1,0.205,5.83,0.07,0.24,0.01,0.03
A4galt,0.205,6.38,0.05,0.21,0.01,0.02
Spsb1,0.204,5.45,0.13,0.34,0.02,0.06
Lama4,0.204,8.78,0.64,0.64,0.07,0.14
Trim62,0.204,6.86,0.03,0.10,0.00,0.01
Ptpre,0.204,4.71,0.23,0.45,0.05,0.14
Pear1,0.204,4.72,0.09,0.28,0.02,0.06
Ctla2b,0.204,3.95,0.03,0.12,0.01,0.03
Dpysl3,0.204,5.54,0.18,0.43,0.03,0.06
Marcksl1,0.203,4.93,0.09,0.25,0.02,0.05
Lepr,0.203,3.15,0.09,0.28,0.03,0.05
Tppp3,0.203,16.16,0.16,0.21,0.01,0.02
Btbd3,0.201,5.87,0.18,0.42,0.03,0.08
Colq,0.201,28.91,0.08,0.13,0.00,0.01
Sh2d3c,0.200,2.63,0.09,0.30,0.04,0.11
Mical2,0.199,8.13,0.25,0.46,0.03,0.07
Adgra2,0.199,11.78,0.07,0.22,0.01,0.02
Ablim3,0.199,4.75,0.17,0.40,0.03,0.07
Gxylt2,0.199,9.94,0.06,0.13,0.01,0.02
