gene,score,fold_change
Naa60,0.613,1.67
Pyroxd1,0.613,2.81
Zfp868,0.613,1.53
Ntan1,0.612,1.60
Adh5,0.612,1.60
Polr2a,0.612,1.56
Rpap3,0.612,1.90
Kdsr,0.612,1.86
Rnase4,0.611,2.27
Clec16a,0.611,1.64
Acaa2,0.611,1.32
Mynn,0.611,1.89
Gm16152,0.610,1.35
Eapp,0.610,1.57
Gatd1,0.610,1.97
Cggbp1,0.610,1.37
Ftsj3,0.610,1.80
Usp19,0.610,1.63
Acox3,0.610,1.61
Pstk,0.610,1.76
Trappc4,0.610,1.43
Gtf3c3,0.609,1.64
Insyn2b,0.609,1.56
Unc45a,0.609,1.97
Reg3b,0.609,1.67
Rab11a,0.609,1.46
Prxl2c,0.609,1.63
Polr2f,0.609,1.65
Prmt5,0.609,1.71
Golph3,0.609,1.53
Ifitm3,0.609,2.18
Eef2kmt,0.609,2.02
Zfp646,0.609,1.57
Cbx7,0.609,1.43
Taf5l,0.608,1.84
Iglv3,0.608,3.31
Gemin5,0.608,1.68
Cyb5r3,0.608,1.59
Mast3,0.608,1.48
Ext1,0.608,1.86
Carnmt1,0.607,1.64
Ggh,0.607,2.37
Mpnd,0.607,1.79
Togaram1,0.607,1.47
Tagln2,0.607,1.57
Rad1,0.607,2.40
Iscu,0.607,1.51
Mrpl32,0.607,1.65
Saraf,0.606,2.06
Nfkbib,0.606,1.64
Borcs8,0.606,1.55
Gm44649,0.606,1.35
Dda1,0.606,1.63
Usp16,0.605,1.35
Fbrsl1,0.605,1.50
Pcnx3,0.605,1.39
Cdc42ep3,0.605,1.77
Snhg8,0.605,1.56
Bhlhe40,0.604,2.29
Scamp3,0.604,1.53
Idh3g,0.604,1.47
Eif3m,0.604,1.41
Zfp605,0.604,2.48
Atp6v1e1,0.604,1.41
Sinhcaf,0.604,1.47
Whamm,0.604,1.71
Naa38,0.603,1.39
Emc7,0.603,1.37
Idh3a,0.603,1.87
Tceal9,0.603,1.51
Ccdc124,0.603,1.69
Tpm1,0.603,1.62
Eml5,0.603,1.70
Rpl36a-ps1,0.603,1.40
Zfp142,0.603,3.21
Gm46218,0.603,2.59
Dalrd3,0.603,1.28
Socs5,0.603,1.68
Gm15283,0.602,1.74
Atg4a,0.602,1.33
Ehd3,0.602,2.33
Rpf1,0.602,1.73
Aarsd1,0.602,1.71
Chka,0.601,1.87
Cradd,0.601,1.54
Slc35c2,0.601,1.49
Cables2,0.601,1.54
St6galnac4,0.601,1.68
Riok2,0.601,1.51
Gm43388,0.601,1.52
Ddx39,0.601,1.53
Pop7,0.601,1.82
Ap3m1,0.601,1.67
Ifi30,0.601,1.65
Uqcr11,0.600,1.52
Acyp1,0.600,1.42
Platr25,0.600,1.52
Atad3a,0.600,1.55
Mt1,0.600,2.11
Fdxr,0.600,1.38
Zfp90,0.600,1.91
Ankrd39,0.600,2.27
Ddx3y,0.599,1.42
Tcp1,0.599,1.45
Mcm4,0.599,1.40
Tfb2m,0.599,1.68
Ssbp3,0.599,1.43
Zfp617,0.599,1.48
Ddx11,0.599,1.57
Suds3,0.598,1.35
Psmd13,0.598,1.39
Psmd5,0.598,1.34
Lrrc28,0.598,1.67
Gga1,0.598,1.99
Ndufb3,0.598,1.40
Dpm3,0.598,1.45
Ndufa8,0.598,1.32
Psmc1,0.598,1.58
Rflnb,0.598,1.71
Megf9,0.598,1.88
Rab24,0.598,1.54
Nipal3,0.597,1.53
Med28,0.597,1.40
Gpr107,0.597,1.43
Lsm6,0.597,1.47
Rnf25,0.597,1.29
Esco1,0.597,1.53
Uqcrq,0.597,1.45
Cmc2,0.597,1.84
Apip,0.597,1.67
Itgb1,0.597,1.47
Mrpl35,0.597,1.61
Smim26,0.597,1.59
Cops5,0.597,1.48
Rbfa,0.597,1.89
Ppid,0.597,1.57
Nelfb,0.597,1.34
Slc31a1,0.596,1.65
Akr7a5,0.596,1.80
Tmpo,0.596,1.49
Ing1,0.596,1.42
Nlrp1a,0.596,Inf
Derl2,0.596,1.47
Wars2,0.596,1.76
Akirin1,0.596,1.37
Hirip3,0.596,1.66
Acyp2,0.596,1.94
Rnf181,0.596,1.60
Cacfd1,0.596,2.33
Gramd1a,0.596,1.38
Kdm6b,0.596,1.31
Cyfip1,0.596,1.22
L3mbtl3,0.595,1.44
Arl3,0.595,1.77
C1galt1c1,0.595,1.74
Phkg2,0.595,1.60
Trim41,0.595,1.62
Dstn,0.595,1.64
Igfbp4,0.595,3.00
Ier2,0.595,1.44
Zfp729a,0.595,1.68
Plekhj1,0.595,1.39
Nabp2,0.595,1.62
Mrps5,0.595,1.46
Rab35,0.595,1.52
Clec2i,0.595,1.47
Dpysl2,0.595,2.10
2900076A07Rik,0.594,1.49
Naa15,0.594,1.50
Mrpl53,0.594,1.31
Gm32036,0.594,1.60
Lats1,0.594,1.23
Rnasek,0.594,1.35
Ndufaf2,0.594,1.52
Uty,0.594,1.43
Manf,0.594,1.43
Gm46367,0.594,2.68
AI504432,0.594,1.52
Kif1b,0.594,1.54
Las1l,0.594,1.31
Zfp658,0.594,5.85
Itih5,0.594,2.15
Gm42836,0.594,1.68
Entpd6,0.594,1.53
Furin,0.594,2.09
Irak4,0.594,1.39
Dcun1d3,0.594,2.05
Ifi27,0.594,1.50
Atxn2,0.593,1.27
Ttc19,0.593,1.28
Cdc37,0.593,1.37
Cyth2,0.593,1.36
Slc25a26,0.593,1.80
Ddost,0.593,1.43
Zfp53,0.593,1.53
Hist1h4i,0.593,2.73
Far1os,0.593,1.53
Pdcd2,0.592,1.39
Tcaim,0.592,1.41
Tomm6,0.592,1.44
Parp3,0.592,1.28
Chmp1b,0.592,1.83
Pdap1,0.592,1.37
Itgav,0.592,1.42
Rbpj,0.592,1.43
BC031181,0.592,1.38
Dusp3,0.592,1.56
Golga5,0.592,1.53
Gm11998,0.592,1.64
Dmbt1,0.592,1.43
G2e3,0.592,1.49
Sphk2,0.591,2.00
Zfp597,0.591,1.48
Pgd,0.591,1.60
Magoh,0.591,1.45
Siva1,0.591,1.77
Psmd11,0.591,1.35
Il9r,0.591,8.84
Tpst2,0.590,1.45
Spata24,0.590,1.96
Tsacc,0.590,1.85
Mrps23,0.590,1.39
Tomm34,0.590,1.66
Ctsl,0.590,1.58
Skiv2l,0.590,1.68
Plrg1,0.590,1.99
Washc2,0.590,1.36
Idi1,0.590,1.72
Nfyb,0.590,1.51
Tnik,0.590,1.39
Cep63,0.590,1.56
Atp6v1d,0.590,1.34
Rasgrp1,0.590,1.31
Gm11944,0.590,2.01
Fundc2,0.590,1.32
Smim12,0.589,1.62
Mplkip,0.589,1.29
Prr5,0.589,1.39
Sft2d1,0.589,1.33
Rmdn1,0.589,1.51
Rgl1,0.589,1.59
Adipor1,0.589,1.39
CAAA01118383.1,0.589,1.32
Orc6,0.589,1.79
Dnlz,0.589,1.60
Srpr,0.589,1.36
Yipf3,0.589,1.46
Ciao2b,0.589,1.44
Myo1f,0.589,1.28
Asf1a,0.589,1.24
Katnbl1,0.589,1.38
Bcl7c,0.589,1.44
Gm16599,0.589,1.42
Dohh,0.589,1.85
Strn4,0.589,1.35
Dtx2,0.589,1.51
Elp2,0.588,1.44
Med12,0.588,1.24
Hist1h3e,0.588,1.56
Actn1,0.588,1.90
Fkbp3,0.588,1.20
Chtop,0.588,1.31
Ccdc43,0.588,2.00
Tada1,0.588,1.90
Phactr4,0.588,1.44
Dcun1d2,0.588,1.54
Hes6,0.588,1.79
Eloa,0.588,1.50
Chac2,0.588,1.95
Inip,0.588,1.29
Nr1d2,0.588,1.30
Ripk1,0.588,1.11
Gatm,0.588,2.01
Tmc8,0.588,1.48
Mrps25,0.587,1.48
Mrpl43,0.587,1.34
Trp53bp2,0.587,1.85
Ddah1,0.587,2.05
Ripk2,0.587,1.13
Cnot10,0.587,1.27
Mecr,0.587,1.61
Ergic3,0.587,1.40
Ube2s,0.587,1.31
Akr1b10,0.587,1.33
Arf5,0.587,1.38
Diablo,0.587,1.63
Lrmda,0.586,1.29
Parp16,0.586,2.79
Mrpl20,0.586,1.23
Mrpl17,0.586,1.15
Haus3,0.586,1.40
Deaf1,0.586,1.88
Rrp36,0.586,1.32
Ate1,0.586,1.38
Ssbp1,0.586,1.32
Noc2l,0.586,1.47
Gm15396,0.586,2.12
Hist1h1e,0.586,1.47
Ubap1,0.586,1.22
Mrpl55,0.586,1.62
Prpf39,0.586,1.43
Orc2,0.586,1.33
Smad1,0.586,1.55
Qrsl1,0.586,1.31
Ndufa3,0.586,1.37
Coa6,0.585,1.39
Rbm8a,0.585,1.25
Ccdc186,0.585,1.36
Pdlim5,0.585,1.30
Gm16014,0.585,1.77
Spink1,0.585,1.43
Ccng1,0.585,1.36
Sra1,0.585,1.32
Ddx41,0.585,1.42
Ahi1,0.585,1.46
Sap30bp,0.585,1.22
Gm43713,0.584,1.84
Slc25a46,0.584,1.34
E130102H24Rik,0.584,1.82
Plod3,0.584,3.30
Rpp21,0.584,1.34
Cbx1,0.584,1.38
Nhp2,0.584,1.32
Angptl1,0.584,1.56
Nkap,0.584,1.41
Dnajb4,0.584,1.72
Cenpa,0.584,1.51
Alg5,0.584,1.41
Fos,0.584,2.23
Psmc5,0.584,1.36
Zcchc17,0.584,1.42
Tes,0.583,1.34
Dtx1,0.583,1.33
Pik3ip1,0.583,1.38
Tmem147,0.583,1.43
Mrpl58,0.583,1.52
Tdp2,0.583,1.20
Bop1,0.583,1.32
Foxj2,0.583,1.33
Csnk1g2,0.583,1.47
Dgat1,0.583,2.16
Rfc4,0.583,2.04
Dok3,0.583,1.38
Ift20,0.583,1.39
Xpnpep1,0.583,1.63
Nadk,0.583,1.33
Fgfr2,0.583,1.36
Mrps15,0.582,1.42
Mis12,0.582,1.59
Lyrm2,0.582,1.57
Acot8,0.582,1.38
Scyl1,0.582,1.76
Clcn4,0.582,1.44
Ppih,0.582,1.67
Rtel1,0.582,1.77
Casp1,0.582,1.26
Prxl2a,0.582,1.48
Zfp692,0.582,1.49
Fam8a1,0.582,1.46
Arhgef7,0.582,1.42
Tyrobp,0.581,1.31
Gbp5,0.581,1.54
Gm39556,0.581,1.42
Pde4dip,0.581,1.61
Gm36975,0.581,1.72
Bysl,0.581,1.54
Pde2a,0.581,1.41
Dcun1d5,0.581,1.23
Col1a2,0.581,1.30
Pcyox1,0.581,2.52
Ilf2,0.581,1.36
Nfya,0.581,1.49
Sema4d,0.581,1.37
Pmm1,0.581,2.33
Polr2m,0.581,1.40
Esrra,0.581,1.62
Gimap7,0.581,1.36
Sh3bp5l,0.581,3.15
Crocc,0.581,5.50
Rbmxl1,0.581,1.21
Tvp23b,0.581,1.29
Pdia3,0.581,1.39
Med17,0.581,1.45
Zswim3,0.580,2.57
Cfl2,0.580,1.40
Rnf123,0.580,1.44
Als2,0.580,1.52
A730081D07Rik,0.580,1.43
3300002I08Rik,0.580,1.57
Haao,0.580,1.35
H2-Q4,0.580,1.28
Pitpnb,0.580,1.29
Ing5,0.580,1.38
Wls,0.580,1.47
Il2rg,0.580,1.32
Nabp1,0.580,1.46
Arrb2,0.580,1.40
Cd38,0.580,1.50
Dusp10,0.580,2.90
Dnaaf5,0.580,2.18
Cst3,0.580,1.40
Atp13a1,0.580,1.33
Zc3h18,0.580,1.21
Sf3a2,0.580,1.15
Slc25a39,0.580,1.72
Lrrc41,0.580,1.38
Ubald2,0.579,1.44
Guk1,0.579,1.15
Nop56,0.579,1.23
Cir1,0.579,1.31
Rrm1,0.579,1.78
Donson,0.579,1.45
Exosc9,0.579,1.56
Armcx2,0.579,2.10
Ccdc174,0.579,1.15
Aar2,0.579,1.52
Gm12592,0.579,2.78
Fez2,0.579,1.47
Gab2,0.579,2.33
Otud5,0.579,1.31
Enoph1,0.579,2.15
Utp4,0.579,1.22
Abcb4,0.579,1.69
Eif2b5,0.579,1.29
Gtf3c2,0.579,1.26
Commd4,0.579,1.40
Slc33a1,0.579,1.50
Emc3,0.579,1.37
Pom121,0.579,1.35
Lrp10,0.579,1.32
Il1rap,0.579,1.68
2810004N23Rik,0.579,1.26
Ppwd1,0.579,1.40
Ints11,0.578,1.22
Zcchc2,0.578,1.30
Mrpl14,0.578,1.25
Lamp1,0.578,1.38
Lonp1,0.578,1.44
Dhx8,0.578,1.37
AY036118,0.578,1.30
Ndufs7,0.578,1.29
Ruvbl1,0.578,1.30
Fastk,0.578,1.56
Rrad,0.578,3.17
March6,0.578,1.12
Nup54,0.578,1.05
Brk1,0.578,1.31
Rnf157,0.578,1.32
Pin4,0.578,1.23
Edrf1,0.578,1.13
Mfsd4a,0.577,1.14
Pmpcb,0.577,1.40
Dennd4b,0.577,1.23
Pip5k1b,0.577,1.46
Zfp933,0.577,1.45
4732440D04Rik,0.577,1.49
Mcts1,0.577,1.26
Fasn,0.577,1.46
Snap29,0.577,1.29
Traf3ip2,0.577,1.34
Sucla2,0.577,1.35
Fn1,0.577,3.92
Zfp281,0.577,1.94
Trp53inp1,0.577,1.26
Hist2h4,0.577,3.15
Aimp1,0.577,1.33
Thap3,0.576,1.32
Glul,0.576,1.72
Carmil2,0.576,1.32
Eif4e3,0.576,1.85
Iffo1,0.576,1.93
Tubgcp5,0.576,1.32
Gart,0.576,1.44
Nbas,0.576,1.25
Pmf1,0.576,1.28
Coq8b,0.576,1.34
Gcsh,0.576,2.29
Kdelr1,0.576,1.45
Aph1a,0.576,1.37
Yae1d1,0.576,1.45
Tfrc,0.576,1.46
Itfg2,0.576,1.23
Slc41a1,0.576,1.69
Ndufa11,0.576,1.27
Stambp,0.576,1.88
Atf6b,0.576,1.26
Scimp,0.575,1.40
Ctnnbl1,0.575,1.19
Arhgap27os3,0.575,1.48
Ighg3,0.575,1.82
Dmac2,0.575,1.23
Upf1,0.575,1.25
Gm4070,0.575,1.33
Gnpda1,0.575,1.45
Reps1,0.575,1.44
Gm31243,0.575,1.39
Nle1,0.575,1.54
Stard3,0.575,1.60
Patj,0.575,1.23
Gm43017,0.575,5.69
Dock9,0.575,1.33
Gm17018,0.575,2.03
Vcl,0.575,1.28
Zfp472,0.575,1.63
Slc1a5,0.575,1.20
Cdkl5,0.575,1.51
Ralgapa2,0.575,1.47
Sdhaf2,0.575,1.32
Tead2,0.575,1.70
Ago1,0.575,1.30
Gm37494,0.575,1.32
Runx3,0.575,1.32
AA465934,0.575,2.80
Mrpl19,0.575,1.53
Gm50386,0.575,1.39
Ahsa1,0.574,1.21
Usp12,0.574,1.25
Aasdhppt,0.574,1.31
Ndrg3,0.574,1.63
Mtln,0.574,1.39
Naxe,0.574,1.63
Itpa,0.574,1.46
Hars,0.574,1.36
Cops8,0.574,1.30
Anks3,0.574,1.28
Hist1h1c,0.574,1.38
Tmed2,0.574,1.27
Suclg1,0.574,1.24
Atp6v1g1,0.574,1.17
Helb,0.574,1.26
Exosc10,0.574,1.12
B4galt7,0.574,2.13
Iah1,0.574,1.31
Plpp5,0.574,3.13
Slc25a38,0.574,1.56
Fdx2,0.574,1.35
Pgp,0.574,1.24
Uqcrb,0.574,1.23
Abcf3,0.574,1.04
Psma3,0.574,1.28
Naip2,0.574,1.92
Zfp738,0.573,1.48
Gpr108,0.573,1.36
Trim39,0.573,1.48
Gm11808,0.573,1.26
Apeh,0.573,1.48
Zfp950,0.573,1.46
Micos13,0.573,1.35
Pgk1,0.573,1.14
Utp3,0.573,1.28
Trim65,0.573,1.30
Spcs1,0.573,1.22
Atp1a1,0.573,1.32
Cpsf7,0.573,1.38
Rc3h2,0.573,1.26
Ndufb2,0.573,1.26
Slc30a4,0.573,2.01
Cep162,0.573,1.27
Senp3,0.573,1.76
Map2k1,0.573,1.30
Tmem59,0.573,1.24
Prcc,0.573,1.42
Serinc5,0.573,1.34
Ercc4,0.573,1.15
Rbm12b2,0.573,1.93
Tmem214,0.573,1.63
2410004B18Rik,0.573,1.49
Fam122a,0.573,1.59
Kri1,0.573,1.42
Ccdc167,0.573,1.78
Bin3,0.573,1.30
Gripap1,0.573,1.40
Mak16,0.572,1.22
Papss1,0.572,1.49
Psmf1,0.572,1.27
Rpap2,0.572,1.46
Pcsk7,0.572,1.32
Snrpf,0.572,1.33
2210016F16Rik,0.572,1.48
Pgm3,0.572,1.46
S100a11,0.572,1.39
Dusp7,0.572,2.00
Kctd20,0.572,1.22
5330438D12Rik,0.572,1.38
Cad,0.572,1.68
Arl2,0.572,1.54
Socs7,0.572,1.79
Npat,0.572,1.19
Stt3a,0.572,1.34
Prdx5,0.572,1.33
Gm26542,0.572,1.37
Ptch1,0.572,1.91
Uhrf1bp1l,0.572,1.35
Slc35a3,0.572,1.42
Ccdc107,0.572,1.42
Eloc,0.572,1.23
1700123O20Rik,0.572,1.17
Sf3a1,0.572,1.30
Rangap1,0.572,1.26
Gm14455,0.571,2.10
Mpv17,0.571,1.77
Mpc2,0.571,1.32
Atp13a3,0.571,1.29
Arid3b,0.571,1.32
Zscan26,0.571,1.15
Ddhd1,0.571,1.31
Ascc3,0.571,1.27
Mterf3,0.571,1.13
Gnl3l,0.571,1.31
Slc36a1,0.571,2.13
Skil,0.571,1.21
AW549877,0.571,1.33
H2afv,0.571,1.28
Timm13,0.571,1.21
Cdk5rap3,0.571,1.30
Asnsd1,0.571,1.11
2610002M06Rik,0.571,1.49
Stoml2,0.571,1.41
4931422A03Rik,0.571,1.14
Brix1,0.571,1.31
Plekhb2,0.571,1.51
Lactb2,0.571,1.54
Bicd2,0.571,1.64
Nudc,0.571,1.29
Cyb5r4,0.571,1.33
Zgpat,0.571,1.41
Eipr1,0.571,1.53
Ndufb4,0.571,1.24
Plekha1,0.571,1.30
Sap30l,0.571,1.23
Ubtd1,0.571,1.80
Eif4a1,0.571,1.33
Gdap2,0.570,1.39
Fgd6,0.570,1.35
Abracl,0.570,1.21
Cyp4f18,0.570,1.31
Ndufb9,0.570,1.25
Cdpf1,0.570,2.60
Wdr25,0.570,1.45
Stmn1,0.570,2.17
Wars,0.570,1.25
Kbtbd3,0.570,1.65
Prdm9,0.570,1.54
Tmco1,0.570,1.84
Ppp5c,0.570,1.20
1110065P20Rik,0.570,1.55
Mettl22,0.570,2.24
Zfyve27,0.570,1.29
Armc1,0.570,1.13
Snhg1,0.570,1.25
Copb2,0.570,1.24
Nr1h2,0.570,1.47
Adal,0.570,1.16
Krtcap2,0.570,1.29
Scrib,0.570,1.63
Ip6k2,0.570,1.24
Ext2,0.570,1.25
Plpbp,0.570,1.32
Nol8,0.569,1.39
Psmd2,0.569,1.30
Adam17,0.569,1.25
Pcif1,0.569,1.28
Mcfd2,0.569,1.77
Hint2,0.569,1.43
Gcc2,0.569,1.30
Tmed8,0.569,1.39
Tsnax,0.569,1.26
Rab31,0.569,1.55
4833438C02Rik,0.569,2.43
Maip1,0.569,1.96
Anp32e,0.569,1.26
Gmfb,0.569,1.15
Ndufb6,0.569,1.18
Eef1akmt1,0.569,1.54
Pigp,0.569,1.37
Mrpl18,0.569,1.27
Tomm40,0.569,1.27
Was,0.569,1.20
Gm12462,0.569,2.24
Gm27241,0.569,1.76
Degs1,0.569,1.53
Slc37a2,0.569,1.80
Arf6,0.569,1.32
Sertad1,0.569,1.54
Psmd4,0.569,1.19
Rfx5,0.569,1.24
Rps27l,0.569,1.36
Zfp825,0.569,1.65
Ltb,0.569,1.41
Atg3,0.569,1.19
Cnbd2,0.569,1.36
Puf60,0.568,1.22
Plekhm1,0.568,1.22
Mepce,0.568,1.40
2310033P09Rik,0.568,1.35
Slc25a36,0.568,1.36
Tmem238,0.568,3.51
Tmem208,0.568,1.20
Alg10b,0.568,1.86
A330040F15Rik,0.568,1.32
Peg13,0.568,1.98
Ndufc2,0.568,1.27
Tlnrd1,0.568,1.91
Sdf4,0.568,1.21
Zhx3,0.568,1.54
Xpot,0.568,1.31
Sec11a,0.568,1.24
Osbpl7,0.568,1.59
Ccdc191,0.568,1.49
Atad5,0.568,1.39
Sec23a,0.568,1.31
Nub1,0.568,1.23
Dync1li1,0.568,1.26
Bcl9l,0.568,1.12
Rbm42,0.568,1.32
Gsdmd,0.568,1.70
Ddx27,0.568,1.23
Parg,0.567,1.37
Sart1,0.567,1.40
Ube2cbp,0.567,1.54
Tbpl1,0.567,1.15
Dnajb9,0.567,1.73
Tnrc6a,0.567,1.29
Fam162a,0.567,1.22
Gab3,0.567,1.25
Lins1,0.567,1.44
Traf4,0.567,1.84
Zfp280b,0.567,1.69
Eid1,0.567,1.26
Creg1,0.567,1.32
Slc43a2,0.567,1.24
Wbp11,0.567,1.22
Slc25a3,0.567,1.28
Taf10,0.567,1.25
Napsa,0.567,1.37
Ppp2r5d,0.567,1.59
Spsb3,0.567,1.47
Ift27,0.567,1.35
Trim14,0.567,1.30
Polr2i,0.567,1.26
Dubr,0.567,1.49
Dnajc4,0.567,1.43
Haus2,0.567,2.20
Zdhhc6,0.567,1.22
Tsga10,0.566,2.00
Scyl3,0.566,1.23
Cltb,0.566,1.76
Cisd2,0.566,1.24
Fam117a,0.566,1.06
Akt1,0.566,1.33
Cdk9,0.566,1.20
Zranb2,0.566,1.28
Lig3,0.566,1.40
Arhgap21,0.566,1.32
Sf3b5,0.566,1.30
Ifrd2,0.566,2.59
Proser3,0.566,3.96
Gkn3,0.566,4.44
Rchy1,0.566,1.10
Hist1h4n,0.566,2.74
Acadsb,0.566,2.08
Uxs1,0.566,1.42
Glce,0.566,1.68
Snapc5,0.566,1.27
Cited2,0.566,1.62
Slc25a16,0.566,1.51
Med31,0.566,1.39
Eogt,0.566,2.12
Sema7a,0.566,2.21
Lrrc4,0.565,1.19
Plgrkt,0.565,1.46
Crnkl1,0.565,1.44
Tor2a,0.565,1.67
Zfp930,0.565,1.98
Daxx,0.565,1.13
Prkab2,0.565,1.20
Zbtb44,0.565,1.24
Mtfr1l,0.565,1.22
Slk,0.565,1.24
Cdc25b,0.565,1.32
Mss51,0.565,2.35
Taf11,0.565,1.18
Mtch2,0.565,1.09
Timm17a,0.565,1.53
Pitpnm1,0.565,1.25
Rbmx,0.565,1.36
Dab2,0.565,2.67
Cox17,0.565,1.30
Exosc7,0.565,1.26
Poc1b,0.565,1.18
Slc15a2,0.565,1.30
Ccnt2,0.565,1.21
Wdyhv1,0.565,1.50
Nucb2,0.565,1.51
Med10,0.565,1.27
Atp5g1,0.565,1.26
Slc23a2,0.565,1.35
Ipo4,0.565,1.68
Pcm1,0.565,1.29
Trappc5,0.565,1.37
Med29,0.565,1.31
Lax1,0.565,1.33
Chmp2a,0.565,1.32
Hip1,0.565,1.17
Pomgnt1,0.565,1.65
Sumo1,0.565,1.22
Hadh,0.565,1.16
Ybx3,0.564,1.39
Lamtor3,0.564,1.22
Fam136a,0.564,1.70
Alyref,0.564,1.27
Herc2,0.564,1.27
Ube2m,0.564,1.25
Clpp,0.564,1.24
Pirb,0.564,1.30
Vapb,0.564,1.19
Hmgxb4,0.564,1.30
Exoc1,0.564,1.31
Clk3,0.564,1.18
Lsm1,0.564,1.23
Srrt,0.564,1.18
6720427I07Rik,0.564,1.15
Sergef,0.564,1.22
Pigq,0.564,1.55
Sept1,0.564,1.25
Poln,0.564,2.08
Sf3b6,0.564,1.22
Ing3,0.564,1.31
Gtf2h4,0.564,1.44
Aplp2,0.564,1.16
Tmem179b,0.564,1.15
Cbfa2t3,0.564,1.25
Mrps21,0.564,1.18
Tmem170b,0.564,1.56
Irgc1,0.564,1.65
Lncppara,0.564,1.43
Gde1,0.564,1.51
Zfp451,0.564,1.22
Gm47469,0.564,2.23
Eed,0.564,1.27
Vac14,0.564,1.22
Mau2,0.563,1.32
Mpv17l2,0.563,2.54
Mrpl4,0.563,1.14
Cactin,0.563,1.55
Dld,0.563,1.34
