gene,score,fold_change,mean,frac_exp,mean_rest,frac_exp_rest
Rnf212,0.386,56.98,0.11,0.22,0.00,0.00
Ptger3,0.382,13.38,0.30,0.47,0.02,0.04
Fam13a,0.382,17.21,0.19,0.31,0.01,0.02
Arsg,0.380,9.86,0.11,0.23,0.01,0.04
Tc2n,0.376,17.67,0.22,0.36,0.01,0.03
Gm13381,0.375,116.91,0.10,0.21,0.00,0.00
Ntn1,0.372,26.69,0.84,0.73,0.03,0.06
Pah,0.367,12.33,0.22,0.37,0.02,0.03
Erc2,0.366,22.23,0.26,0.41,0.01,0.02
Gabra4,0.364,17.79,0.11,0.24,0.01,0.01
Arhgef26,0.364,16.20,0.41,0.55,0.03,0.05
Rims1,0.364,16.74,0.14,0.26,0.01,0.02
Sel1l3,0.363,14.25,0.16,0.33,0.01,0.03
Celsr1,0.363,16.19,0.23,0.40,0.01,0.04
Rap1gap,0.363,13.56,0.21,0.38,0.02,0.04
Lrp4,0.359,18.81,0.08,0.18,0.00,0.01
Vipr2,0.354,23.24,0.08,0.19,0.00,0.01
Foxp2,0.352,21.58,0.51,0.57,0.02,0.04
Thrb,0.352,17.06,0.51,0.59,0.03,0.06
Cbs,0.352,11.37,0.27,0.43,0.02,0.04
Hnf1aos1,0.351,12.57,0.46,0.53,0.04,0.05
5730522E02Rik,0.349,14.86,0.25,0.34,0.02,0.03
Celsr2,0.346,16.96,0.11,0.22,0.01,0.01
2010300C02Rik,0.344,15.64,0.17,0.35,0.01,0.02
Rap1gap2,0.343,16.51,0.72,0.72,0.04,0.09
Ccdc141,0.343,16.30,0.27,0.44,0.02,0.04
Gls2,0.339,17.85,0.08,0.18,0.00,0.01
Tent5c,0.338,10.42,0.27,0.43,0.03,0.06
Gm26839,0.338,23.49,0.08,0.16,0.00,0.01
Pdia2,0.338,11.05,0.61,0.63,0.06,0.07
Ggt1,0.337,9.59,0.22,0.37,0.02,0.04
Sugp1,0.336,11.38,0.29,0.44,0.03,0.08
Nr5a2,0.336,11.56,0.51,0.58,0.04,0.09
Gna14,0.334,11.69,0.19,0.35,0.02,0.03
A1cf,0.334,23.91,0.12,0.26,0.01,0.01
Plppr1,0.333,15.29,0.14,0.26,0.01,0.02
Tle6,0.332,14.18,0.13,0.27,0.01,0.02
1700110K17Rik,0.328,14.03,0.09,0.22,0.01,0.02
9030622O22Rik,0.323,16.34,0.41,0.51,0.03,0.04
D030028A08Rik,0.322,12.47,0.08,0.19,0.01,0.02
Nipal2,0.321,15.31,0.25,0.43,0.02,0.03
Hnf4a,0.317,14.46,0.09,0.20,0.01,0.02
Grhl2,0.316,11.64,0.11,0.26,0.01,0.02
Pclo,0.316,17.65,0.33,0.50,0.02,0.03
Ptprn2,0.314,31.48,0.81,0.66,0.03,0.03
Chrm3,0.314,18.43,1.40,0.87,0.08,0.10
Unc79,0.310,34.16,0.16,0.33,0.00,0.01
Slc39a5,0.310,15.22,0.09,0.17,0.01,0.01
Serpini2,0.307,9.50,0.58,0.61,0.06,0.08
Pnmal2,0.306,22.06,0.09,0.21,0.00,0.01
Pkd2l2,0.305,21.18,0.08,0.16,0.00,0.01
Hsd17b13,0.305,11.65,0.09,0.19,0.01,0.02
Ero1lb,0.304,17.62,1.30,0.78,0.07,0.16
Cckar,0.304,8.58,0.32,0.49,0.04,0.07
Smoc1,0.304,10.53,0.14,0.29,0.01,0.03
Pbld1,0.303,11.34,0.10,0.21,0.01,0.02
Pde8b,0.303,15.02,0.10,0.22,0.01,0.01
Aass,0.300,16.37,0.06,0.15,0.00,0.01
Baiap2l1,0.299,14.10,0.32,0.48,0.02,0.05
Mknk1,0.299,9.71,0.41,0.57,0.04,0.13
Ccbe1,0.298,15.77,0.17,0.29,0.01,0.02
Aldh18a1,0.296,9.73,0.11,0.22,0.01,0.04
Slc7a5,0.295,10.46,0.10,0.19,0.01,0.02
Gm49417,0.295,9.10,0.12,0.23,0.01,0.04
Chka,0.293,9.24,0.61,0.65,0.07,0.12
Eef1akmt3,0.292,24.37,0.06,0.16,0.00,0.01
Cth,0.292,16.53,0.07,0.16,0.00,0.01
1810010K12Rik,0.291,22.22,0.07,0.17,0.00,0.01
Bcat2,0.290,8.54,0.19,0.36,0.02,0.06
Nckap5,0.290,11.17,0.71,0.70,0.06,0.11
Tob1,0.290,11.02,0.33,0.47,0.03,0.07
Igsf5,0.285,10.83,0.10,0.23,0.01,0.02
Eif2ak3,0.281,9.03,0.64,0.70,0.07,0.17
Parm1,0.281,12.33,0.21,0.34,0.02,0.03
Ifrd1,0.280,14.42,1.31,0.75,0.09,0.18
Slc7a11,0.279,9.35,0.11,0.19,0.01,0.02
Bhlha15,0.279,8.37,0.08,0.20,0.01,0.02
Eda,0.278,19.73,0.68,0.64,0.03,0.06
Wnk2,0.278,13.39,0.16,0.31,0.01,0.03
Cpa2,0.277,11.04,2.58,0.88,0.23,0.18
Derl3,0.276,11.35,0.07,0.15,0.01,0.01
Rnf43,0.276,7.89,0.10,0.23,0.01,0.04
Slc39a11,0.275,9.52,0.39,0.56,0.04,0.12
Ppara,0.275,32.16,0.08,0.13,0.00,0.01
Slc1a3,0.271,12.56,0.08,0.16,0.01,0.01
Tbccd1,0.270,6.56,0.09,0.21,0.01,0.04
Tenm2,0.270,27.26,0.33,0.39,0.01,0.02
Taco1,0.270,10.03,1.01,0.78,0.10,0.17
Gm12082,0.269,58.53,0.12,0.14,0.00,0.00
Ica1,0.268,9.26,0.53,0.63,0.06,0.12
Rab27b,0.268,8.03,0.18,0.33,0.02,0.04
Syn2,0.266,17.43,0.07,0.18,0.00,0.01
Bckdhb,0.266,7.08,0.25,0.41,0.03,0.10
Asns,0.264,6.97,0.18,0.34,0.03,0.06
Insig1,0.263,7.67,0.09,0.17,0.01,0.04
Ankrd24,0.263,13.51,0.12,0.23,0.01,0.03
Arfgap3,0.263,9.43,0.24,0.42,0.03,0.08
Hook1,0.262,8.70,0.17,0.35,0.02,0.05
Mecom,0.262,10.55,2.14,0.91,0.20,0.18
Kcnq5,0.261,4.84,0.61,0.58,0.13,0.14
Slc24a3,0.259,8.85,0.22,0.34,0.02,0.05
Nexmif,0.259,10.64,0.13,0.25,0.01,0.02
Klf15,0.257,10.55,0.06,0.14,0.01,0.01
Rhobtb1,0.256,10.93,0.28,0.43,0.03,0.07
Ell2,0.256,7.21,0.25,0.43,0.04,0.10
Herpud1,0.254,9.15,0.61,0.60,0.07,0.15
Txndc11,0.254,7.42,0.37,0.50,0.05,0.14
Whrn,0.254,9.69,0.06,0.14,0.01,0.02
Arhgef38,0.253,8.22,0.09,0.18,0.01,0.02
Ccser1,0.252,12.97,0.66,0.66,0.05,0.09
Slc41a1,0.252,7.38,0.17,0.33,0.02,0.06
Sel1l,0.252,18.29,2.67,0.92,0.15,0.26
Qsox2,0.251,9.86,0.12,0.25,0.01,0.04
Appl2,0.251,8.48,0.27,0.46,0.03,0.09
Qtrt1,0.250,9.43,0.11,0.25,0.01,0.04
Zbtb18,0.250,5.65,0.09,0.19,0.02,0.05
Kcnq1,0.250,5.09,0.23,0.39,0.04,0.09
Tbc1d30,0.250,6.08,0.15,0.30,0.02,0.07
Shank1,0.249,13.31,0.07,0.14,0.01,0.01
Gm41804,0.249,13.26,0.07,0.15,0.01,0.01
P2rx1,0.249,7.73,0.08,0.19,0.01,0.02
Acacb,0.249,8.13,0.09,0.20,0.01,0.03
Sybu,0.248,6.59,0.11,0.22,0.02,0.04
Cachd1,0.248,8.13,0.19,0.37,0.02,0.06
Esrp1,0.247,9.22,0.11,0.26,0.01,0.03
Dixdc1,0.247,10.87,0.11,0.23,0.01,0.02
Entpd7,0.247,5.86,0.08,0.21,0.01,0.05
Tmed11,0.246,12.86,0.06,0.14,0.00,0.01
Sgsm3,0.246,8.62,0.07,0.18,0.01,0.03
Shroom3,0.246,7.24,0.41,0.52,0.06,0.08
Map3k13,0.245,7.58,0.10,0.24,0.01,0.03
Slc1a4,0.245,17.51,0.06,0.15,0.00,0.01
Mbnl3,0.245,5.10,0.07,0.17,0.01,0.04
Larp1b,0.244,8.42,0.32,0.46,0.04,0.10
Myrip,0.242,11.00,0.08,0.19,0.01,0.02
Pycr1,0.240,8.43,0.06,0.13,0.01,0.01
Gm45083,0.239,48.93,0.06,0.15,0.00,0.00
Echdc2,0.239,8.30,0.08,0.20,0.01,0.02
Slc7a1,0.238,6.71,0.20,0.36,0.03,0.08
Serpini1,0.238,6.53,0.12,0.25,0.02,0.05
Unc13b,0.238,13.41,0.30,0.46,0.02,0.05
Pde4a,0.238,7.46,0.08,0.21,0.01,0.04
Tead2,0.237,6.25,0.13,0.27,0.02,0.05
Ttn,0.237,13.89,0.07,0.13,0.01,0.01
Mccc2,0.237,8.78,0.09,0.19,0.01,0.03
Ghr,0.235,14.56,1.68,0.85,0.12,0.19
Rasef,0.235,8.32,0.05,0.16,0.01,0.02
Ddx55,0.234,5.65,0.12,0.25,0.02,0.07
Tmem116,0.234,10.81,0.06,0.13,0.01,0.02
Rcan2,0.233,9.49,0.22,0.38,0.02,0.04
Adk,0.232,12.91,1.80,0.88,0.14,0.23
Tmem191c,0.231,9.61,0.04,0.11,0.00,0.02
Cpn1,0.231,7.75,0.06,0.14,0.01,0.02
Rev1,0.231,6.30,0.26,0.46,0.04,0.12
Pxylp1,0.230,8.28,0.08,0.19,0.01,0.03
Plk2,0.230,5.76,0.22,0.36,0.04,0.08
Mat1a,0.229,8.79,0.07,0.15,0.01,0.01
Mettl1,0.228,6.59,0.12,0.23,0.02,0.05
Gnmt,0.228,7.79,0.05,0.13,0.01,0.01
Hid1,0.227,8.99,0.09,0.20,0.01,0.03
Pbld2,0.227,20.66,0.05,0.12,0.00,0.01
Prdm16,0.226,10.57,0.36,0.56,0.03,0.07
Gm43525,0.226,41.69,0.06,0.13,0.00,0.00
Nfasc,0.225,16.57,0.09,0.19,0.01,0.01
Cars,0.225,5.69,0.10,0.22,0.02,0.06
Map7,0.225,10.23,0.25,0.43,0.02,0.06
