gene,score,fold_change,mean,frac_exp,mean_rest,frac_exp_rest
Sparcl1,0.113,2.21,0.45,0.33,0.20,0.18
Col13a1,0.113,1.66,0.08,0.07,0.05,0.08
Notch4,0.112,3.18,0.06,0.07,0.02,0.06
Kif26a,0.112,5.03,0.05,0.05,0.01,0.04
Inhbb,0.111,2.13,0.03,0.03,0.01,0.04
Dysf,0.110,1.61,0.13,0.12,0.08,0.12
Ifit3,0.110,5.48,0.03,0.03,0.01,0.02
Kctd10,0.110,4.98,0.13,0.12,0.03,0.09
Gpc5,0.110,2.03,0.04,0.04,0.02,0.03
Podxl,0.110,2.04,0.26,0.22,0.13,0.14
Lhx6,0.109,3.72,0.02,0.02,0.01,0.02
Rab13,0.108,3.91,0.05,0.05,0.01,0.05
Hoxd8,0.108,4.85,0.03,0.03,0.01,0.02
Ehd4,0.108,1.92,0.34,0.28,0.18,0.28
Kctd12b,0.108,1.88,0.08,0.07,0.04,0.09
Cd36,0.106,2.11,0.25,0.20,0.12,0.14
Thbs1,0.106,1.82,0.17,0.13,0.09,0.14
Ccdc85b,0.104,3.23,0.17,0.15,0.05,0.15
1700054A03Rik,0.104,2.59,0.14,0.12,0.05,0.08
Tnfaip1,0.104,3.58,0.13,0.12,0.04,0.11
Jam2,0.104,2.03,0.12,0.11,0.06,0.10
Esam,0.104,2.06,0.14,0.14,0.07,0.12
Fgd5,0.104,2.30,0.18,0.16,0.08,0.13
Cavin2,0.103,2.30,0.31,0.26,0.13,0.15
Clec1a,0.103,2.50,0.08,0.08,0.03,0.07
Pde2a,0.103,1.61,0.11,0.12,0.07,0.17
Timeless,0.101,2.95,0.03,0.03,0.01,0.03
AW112010,0.101,1.60,0.17,0.16,0.11,0.19
Crip2,0.101,3.10,0.22,0.20,0.07,0.15
Id3,0.100,2.02,0.25,0.20,0.12,0.17
Ifi44,0.100,3.28,0.05,0.04,0.01,0.04
Mcf2l,0.100,1.31,0.12,0.12,0.09,0.13
Tek,0.099,1.70,0.16,0.15,0.10,0.14
Shank3,0.098,1.67,0.12,0.12,0.07,0.12
Tmem88,0.098,2.44,0.05,0.05,0.02,0.06
Lrg1,0.097,4.09,0.06,0.06,0.02,0.03
Uaca,0.097,3.33,0.16,0.16,0.05,0.11
Gng11,0.097,2.74,0.23,0.21,0.09,0.14
Ebf3,0.097,1.92,0.06,0.07,0.03,0.08
Dok4,0.097,2.08,0.02,0.02,0.01,0.03
1700126G02Rik,0.097,2.86,0.03,0.03,0.01,0.02
C1qtnf9,0.097,2.96,0.02,0.02,0.01,0.02
Tnfsf10,0.097,1.29,0.08,0.10,0.06,0.12
Ccdc85a,0.097,0.97,0.09,0.08,0.10,0.11
Fabp5,0.096,2.03,0.21,0.16,0.10,0.17
Cd93,0.095,1.67,0.14,0.14,0.08,0.17
AU021092,0.095,4.38,0.03,0.03,0.01,0.02
Hecw2,0.095,1.24,0.10,0.09,0.08,0.13
Gbp9,0.095,2.62,0.06,0.06,0.02,0.07
Lepr,0.094,2.24,0.06,0.05,0.03,0.06
Myo10,0.093,2.12,0.24,0.22,0.11,0.20
Hspb1,0.093,2.66,0.15,0.13,0.06,0.12
Myct1,0.093,1.93,0.07,0.07,0.04,0.09
Gm32688,0.093,1.64,0.02,0.02,0.01,0.03
Tcim,0.093,1.96,0.10,0.08,0.05,0.11
Rtl8a,0.092,2.67,0.04,0.04,0.01,0.05
Pdgfb,0.092,2.00,0.13,0.13,0.06,0.13
8430422H06Rik,0.092,2.05,0.03,0.03,0.02,0.03
Mc1r,0.091,2.16,0.04,0.03,0.02,0.03
She,0.090,3.13,0.08,0.08,0.02,0.07
Ets2,0.090,1.79,0.12,0.11,0.07,0.15
Stard4,0.090,3.03,0.04,0.04,0.01,0.04
Gbp4,0.089,2.19,0.07,0.07,0.03,0.08
Ssu2,0.089,3.21,0.03,0.03,0.01,0.02
Magix,0.088,4.18,0.02,0.02,0.01,0.02
Sptbn1,0.088,2.87,1.58,0.65,0.55,0.49
Adam15,0.088,2.20,0.12,0.12,0.05,0.16
Scarb1,0.088,1.16,0.10,0.11,0.09,0.16
Tgtp2,0.087,2.77,0.02,0.02,0.01,0.02
Gpr4,0.087,3.07,0.03,0.03,0.01,0.03
Serpine1,0.087,3.93,0.02,0.02,0.01,0.01
Sparc,0.087,2.22,0.86,0.49,0.39,0.28
Tinagl1,0.086,2.28,0.07,0.06,0.03,0.07
Fzd4,0.086,1.92,0.07,0.08,0.04,0.10
Vwf,0.086,5.01,0.07,0.05,0.01,0.02
Mall,0.085,3.92,0.03,0.04,0.01,0.03
Plpp1,0.085,0.97,0.15,0.13,0.16,0.15
Dnaja4,0.085,2.90,0.02,0.02,0.01,0.02
Xlr5a,0.084,1.66,0.07,0.07,0.04,0.07
Gbp3,0.084,2.61,0.04,0.05,0.02,0.06
Cyp26b1,0.084,2.54,0.01,0.02,0.01,0.01
Fscn1,0.084,2.23,0.06,0.05,0.03,0.05
Hoxb7,0.084,3.32,0.02,0.02,0.01,0.02
Ramp3,0.084,1.22,0.03,0.03,0.02,0.06
6430548M08Rik,0.084,2.01,0.06,0.06,0.03,0.08
Ackr1,0.083,10.98,0.03,0.03,0.00,0.00
Rapgef3,0.083,1.62,0.05,0.05,0.03,0.08
Kitl,0.083,1.74,0.20,0.18,0.11,0.15
Arhgap29,0.083,1.94,0.28,0.24,0.15,0.19
Upp1,0.083,2.48,0.03,0.04,0.01,0.04
Fut4,0.083,2.97,0.01,0.01,0.00,0.02
Lpar4,0.082,3.34,0.01,0.02,0.00,0.01
Jup,0.082,2.84,0.12,0.11,0.04,0.12
Hoxd3os1,0.082,4.71,0.01,0.01,0.00,0.01
Tbx3,0.082,3.35,0.03,0.03,0.01,0.02
Lipe,0.082,1.84,0.05,0.05,0.03,0.09
Neurl1b,0.082,2.37,0.03,0.03,0.01,0.03
Jag2,0.081,3.83,0.06,0.06,0.02,0.05
Ece1,0.081,2.23,0.25,0.22,0.11,0.21
Ccnd1,0.081,2.71,0.23,0.16,0.09,0.14
Gimap4,0.081,1.27,0.08,0.09,0.07,0.16
Pkp4,0.081,2.01,0.24,0.21,0.12,0.22
Itga1,0.080,1.69,0.30,0.23,0.18,0.19
Sncg,0.080,2.68,0.04,0.05,0.01,0.04
Grik1,0.079,1.76,0.10,0.09,0.06,0.09
Hlx,0.079,1.45,0.03,0.04,0.02,0.07
Klhl14,0.079,1.40,0.02,0.03,0.02,0.03
Snrk,0.079,1.58,0.20,0.19,0.13,0.23
Tns2,0.079,2.43,0.07,0.08,0.03,0.09
Ushbp1,0.079,1.31,0.07,0.07,0.05,0.10
Cdc42ep2,0.079,2.43,0.03,0.04,0.01,0.04
Hoxb8,0.079,4.90,0.01,0.01,0.00,0.01
Vamp5,0.079,1.73,0.11,0.10,0.06,0.15
Sema3g,0.079,4.95,0.07,0.07,0.01,0.03
Tmem255b,0.078,2.63,0.03,0.03,0.01,0.04
Tmem204,0.078,1.43,0.05,0.05,0.04,0.09
Nrarp,0.078,2.65,0.02,0.03,0.01,0.03
Gngt2,0.078,2.35,0.10,0.09,0.04,0.13
Zfp366,0.078,1.34,0.09,0.09,0.06,0.11
Tm4sf1,0.078,1.94,0.20,0.18,0.11,0.14
Apold1,0.078,3.22,0.03,0.03,0.01,0.03
Cav2,0.078,2.39,0.07,0.07,0.03,0.08
Tff2,0.077,1.13,0.30,0.22,0.26,0.19
Gm42418,0.077,1.74,437.70,1.00,251.76,1.00
Hspa12b,0.077,2.40,0.06,0.06,0.02,0.07
N4bp3,0.077,2.86,0.02,0.03,0.01,0.03
Ephb4,0.077,1.82,0.06,0.07,0.04,0.09
Zmat4,0.077,2.39,0.02,0.02,0.01,0.01
