gene,score,fold_change,mean,frac_exp,mean_rest,frac_exp_rest
Gm41821,0.145,3.63,0.06,0.08,0.02,0.02
Cckar,0.144,3.12,0.15,0.22,0.05,0.08
Thrb,0.142,4.23,0.20,0.25,0.05,0.08
Cpn1,0.142,4.82,0.04,0.08,0.01,0.02
Rap1gap,0.142,3.77,0.09,0.14,0.02,0.05
Aqp12,0.141,3.46,0.05,0.12,0.02,0.03
Pnliprp2,0.141,3.25,0.69,0.47,0.21,0.19
Gnmt,0.140,4.17,0.03,0.06,0.01,0.02
Derl3,0.140,4.24,0.04,0.07,0.01,0.02
1810044K17Rik,0.140,12.20,0.04,0.06,0.00,0.01
Tepsin,0.140,6.98,0.03,0.05,0.00,0.02
Ptger3,0.140,3.40,0.11,0.16,0.03,0.06
5430419D17Rik,0.140,4.80,0.05,0.07,0.01,0.02
Tob1,0.139,4.15,0.17,0.22,0.04,0.09
Gm26839,0.138,5.41,0.03,0.05,0.01,0.01
Pnlip,0.137,3.40,7.11,0.81,2.09,0.38
Gata4,0.137,3.37,0.09,0.16,0.03,0.05
Pabpc4,0.137,3.56,0.34,0.37,0.10,0.19
Ocln,0.137,5.82,0.05,0.07,0.01,0.02
Ctrl,0.136,3.41,2.29,0.70,0.67,0.31
Tmed11,0.136,6.99,0.04,0.04,0.01,0.01
Nupr1,0.135,3.00,1.98,0.79,0.66,0.36
Zg16,0.135,3.32,2.36,0.71,0.71,0.31
Tead2,0.135,3.54,0.09,0.13,0.02,0.06
Vegfa,0.134,5.29,0.08,0.11,0.02,0.04
Dhx34,0.133,3.75,0.10,0.15,0.03,0.07
Cela1,0.133,4.10,10.96,0.84,2.67,0.44
Tinag,0.133,4.84,0.04,0.07,0.01,0.02
Sugp1,0.132,3.73,0.13,0.17,0.03,0.09
Cth,0.132,4.70,0.03,0.05,0.01,0.02
Cuzd1,0.132,2.92,0.22,0.27,0.08,0.11
Ero1lb,0.131,3.04,0.38,0.38,0.12,0.18
Gpc5,0.131,2.42,0.05,0.07,0.02,0.03
1810064F22Rik,0.131,5.96,0.03,0.05,0.01,0.01
Mat1a,0.130,5.35,0.05,0.07,0.01,0.02
Pnmal2,0.129,6.89,0.05,0.08,0.01,0.02
Sycn,0.129,3.02,2.88,0.74,0.95,0.36
Cela3a,0.128,12.13,0.04,0.05,0.00,0.01
Hdac11,0.128,4.83,0.03,0.05,0.01,0.02
Spdef,0.127,8.65,0.03,0.05,0.00,0.01
Mknk1,0.127,3.36,0.19,0.25,0.06,0.15
Sel1l3,0.127,3.82,0.06,0.10,0.02,0.04
Cela3b,0.127,3.40,4.14,0.84,1.22,0.42
Gm11963,0.127,4.59,0.04,0.05,0.01,0.02
Hamp2,0.126,3.51,0.03,0.06,0.01,0.02
Slc7a5,0.126,3.64,0.05,0.07,0.01,0.03
Mthfd2,0.126,3.35,0.07,0.11,0.02,0.06
Celsr2,0.126,4.86,0.05,0.06,0.01,0.02
Ica1,0.125,3.27,0.24,0.30,0.07,0.14
Arhgdig,0.124,2.64,0.07,0.12,0.03,0.05
1810010K12Rik,0.123,5.53,0.03,0.05,0.01,0.01
Tcim,0.123,2.25,0.11,0.14,0.05,0.11
Pik3c2g,0.123,4.35,0.12,0.14,0.03,0.05
Hook1,0.122,3.77,0.09,0.16,0.02,0.06
Mecom,0.122,2.55,0.72,0.56,0.28,0.21
Foxp2,0.122,3.69,0.16,0.22,0.04,0.06
Mettl1,0.121,4.02,0.08,0.13,0.02,0.06
Parm1,0.121,4.15,0.10,0.13,0.02,0.05
Pnliprp1,0.121,3.80,5.92,0.88,1.56,0.50
Rgs11,0.121,3.40,0.04,0.05,0.01,0.03
Hsd17b13,0.120,3.34,0.04,0.07,0.01,0.02
Erp27,0.120,2.96,0.09,0.14,0.03,0.06
Ttn,0.120,5.66,0.04,0.04,0.01,0.01
Rnf212,0.119,5.11,0.03,0.05,0.01,0.01
Try4,0.118,2.58,3.02,0.78,1.17,0.41
Rims1,0.118,3.03,0.04,0.07,0.01,0.03
Klkb1,0.118,4.45,0.03,0.04,0.01,0.01
Rap1gap2,0.117,3.07,0.22,0.27,0.07,0.12
Eif2ak3,0.117,3.01,0.28,0.30,0.09,0.19
Chrm3,0.117,3.16,0.41,0.44,0.13,0.13
2210010C04Rik,0.117,2.87,6.69,0.85,2.33,0.47
Pde8b,0.117,4.17,0.04,0.07,0.01,0.02
Klk1,0.116,2.78,0.44,0.34,0.16,0.15
Dmbt1,0.116,3.22,1.93,0.75,0.60,0.40
Eef1akmt3,0.116,6.33,0.03,0.05,0.00,0.01
Cpb1,0.115,3.04,10.61,0.91,3.49,0.56
Slc41a1,0.115,3.00,0.08,0.13,0.03,0.08
5730522E02Rik,0.115,2.98,0.08,0.13,0.03,0.04
Amy2a3,0.115,9.02,0.03,0.04,0.00,0.01
2010300C02Rik,0.114,3.95,0.07,0.11,0.02,0.04
Tmed6,0.114,2.74,0.04,0.09,0.01,0.03
Gm26917,0.114,4.97,2.87,0.76,0.58,0.50
Bmpr1b,0.114,2.80,0.08,0.13,0.03,0.04
Ntn1,0.114,3.73,0.24,0.27,0.06,0.08
Kcnd3,0.114,4.01,0.06,0.09,0.01,0.03
Rnase1,0.114,2.39,4.04,0.85,1.69,0.49
Ccdc57,0.113,3.81,0.05,0.07,0.01,0.03
Klf15,0.113,4.60,0.03,0.05,0.01,0.02
Tc2n,0.112,3.16,0.06,0.11,0.02,0.04
Plppr1,0.112,3.46,0.05,0.08,0.01,0.03
Esrp1,0.112,3.94,0.06,0.09,0.02,0.04
Edem2,0.112,3.74,0.16,0.21,0.04,0.13
Slc12a8,0.112,2.82,0.06,0.11,0.02,0.05
Gm48486,0.111,9.16,0.03,0.05,0.00,0.01
Ccdc162,0.111,3.33,0.06,0.09,0.02,0.04
Nr5a2,0.111,2.22,0.14,0.22,0.06,0.11
Pkd2l2,0.111,3.74,0.02,0.04,0.01,0.02
Erich5,0.109,4.21,0.03,0.05,0.01,0.02
Adk,0.109,2.77,0.58,0.47,0.21,0.26
Asns,0.109,2.46,0.08,0.13,0.03,0.07
Gm49417,0.108,3.40,0.06,0.07,0.02,0.05
Zbtb18,0.108,2.98,0.06,0.08,0.02,0.06
Srsf6,0.108,3.37,0.32,0.33,0.10,0.23
Fkbp11,0.108,2.36,0.06,0.11,0.02,0.05
Clspn,0.108,4.39,0.03,0.03,0.01,0.02
Nckap5,0.108,2.62,0.23,0.30,0.09,0.13
Egr1,0.107,3.03,0.20,0.20,0.07,0.10
Dixdc1,0.107,5.10,0.07,0.08,0.01,0.03
Ptf1a,0.107,3.36,0.03,0.05,0.01,0.02
Ell2,0.107,2.60,0.11,0.18,0.04,0.11
Sardh,0.107,4.08,0.03,0.05,0.01,0.02
Hnf4a,0.106,3.81,0.03,0.06,0.01,0.02
Cpa1,0.106,2.72,5.37,0.85,1.97,0.52
Nexmif,0.106,3.41,0.06,0.09,0.02,0.03
Xlr5a,0.106,2.16,0.09,0.11,0.04,0.06
Rrbp1,0.106,3.17,1.31,0.74,0.41,0.53
Smim38,0.105,5.39,0.02,0.03,0.00,0.01
Zfp9,0.105,6.32,0.05,0.06,0.01,0.02
Gatm,0.105,2.58,0.44,0.36,0.17,0.21
Vipr2,0.105,3.96,0.03,0.04,0.01,0.02
9030622O22Rik,0.105,3.22,0.13,0.16,0.04,0.06
Appl2,0.105,3.04,0.12,0.17,0.04,0.11
Ghr,0.104,2.59,0.47,0.45,0.18,0.22
Gm11867,0.104,2.99,0.02,0.04,0.01,0.02
Clps,0.104,2.85,11.47,0.89,4.02,0.59
Myc,0.104,2.65,0.03,0.05,0.01,0.04
Nipal2,0.104,3.54,0.09,0.12,0.03,0.05
Erc2,0.104,3.38,0.07,0.12,0.02,0.04
Asxl3,0.103,2.46,0.05,0.07,0.02,0.03
Pbld1,0.103,2.67,0.03,0.06,0.01,0.03
1700019D03Rik,0.103,4.40,0.03,0.06,0.01,0.02
Snhg17,0.103,3.20,0.03,0.05,0.01,0.03
Sh2d4a,0.103,3.66,0.06,0.09,0.02,0.04
Gm8251,0.103,4.63,0.02,0.03,0.01,0.01
Matn4,0.102,6.66,0.06,0.11,0.01,0.02
Edem1,0.102,2.48,0.17,0.23,0.07,0.18
Sec14l4,0.102,7.33,0.02,0.04,0.00,0.01
Amy1,0.102,3.13,0.06,0.09,0.02,0.05
